season,team,conference,wins,losses,win_pct,adj_margin,strength_of_schedule,points_per_game,points_allowed_per_game,ft_pct,three_pt_pct,three_pa_rate,ft_rate,off_rebound_pct,def_rebound_pct,turnover_pct,adj_offense,adj_defense,coach,coach_years_at_school,coach_ncaa_games,coach_sweet16s,coach_finalfours,road_wins,road_losses,neutral_wins,neutral_losses,net_rank,quad1_wins,quad2_wins,tempo,opp_turnover_pct,opp_three_pt_pct,close_game_record,last10_win_pct,last10_adj_margin,avg_age,underclass_minutes_pct,freshman_minutes_pct,freshman_guard_minutes_pct,sophomore_minutes_pct,junior_minutes_pct,senior_minutes_pct,returning_starters,returning_minutes_pct,primary_guard_experience_score,backcourt_experience_score,frontcourt_experience_score,bench_minutes_pct,bench_points_pct,injury_flag,star_player_flag,chicago_guard_count,nyc_guard_count,indiana_guard_count,texas_big_count,southern_big_count,west_coast_wing_count,local_site_player_count,host_state_player_count,wab,barthag,eff_fg_pct,opp_eff_fg_pct
2017,Arkansas-Pine Bluff,6,7,15,0.219,-22.81,-10.28,61.8,72.5,65.2,33.5,19.4,18.2,10.5,21.2,18.1,58.7,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Army,6,13,16,0.406,-6.7,-4.1,72.6,73.1,65.5,35.1,42.8,28.0,26.4,24.0,20.6,97.8,104.5,,,,,,,,,,,,,72.7,17.3,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.5,0.318,51.5,50.3
2017,Auburn,7,18,17,0.563,9.5,7.33,80.4,79.6,67.2,36.6,40.1,42.5,30.3,33.3,17.9,111.3,101.8,,,,,,,,,,,,,75.2,19.9,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4,0.7354,51.1,50.6
2017,Austin Peay,7,11,18,0.367,-12.5,-2.32,77.7,83.8,70.8,35.2,37.2,41.0,24.2,35.8,17.3,104.4,116.9,,,,,,,,,,,,,71.3,17.6,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.7,0.215,52.4,56.4
2017,Ball State,11,21,19,0.618,-1.45,-3.57,78.7,75.5,71.8,37.9,24.7,20.5,9.9,27.8,14.6,77.6,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Baylor,12,27,20,0.771,22.3,11.87,72.9,63.7,72.3,35.3,32.8,33.9,39.8,29.4,20.6,115.8,93.5,,,,,,,,,,,,,65.1,17.1,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,0.9215,52.5,46.1
2017,Belmont,15,23,21,0.767,5.7,-1.69,76.7,69.3,76.8,34.1,52.7,29.4,25.6,25.0,18.4,108.7,103.0,,,,,,,,,,,,,69.5,16.0,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,0.6491,55.7,48.3
2017,Bethune-Cookman,6,10,22,0.313,-19.0,-11.21,71.1,77.8,66.2,32.3,35.1,28.2,31.1,35.6,17.7,95.4,114.4,,,,,,,,,,,,,69.6,19.6,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.6,0.1096,46.8,53.1
2017,Binghamton,3,12,23,0.375,-13.9,-5.79,68.0,70.9,70.5,34.4,39.0,30.8,23.5,28.2,18.6,95.4,109.3,,,,,,,,,,,,,67.2,17.1,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.2,0.1739,48.8,52.2
2017,Boise State,12,20,24,0.625,8.1,2.72,75.1,71.2,71.2,34.8,40.2,40.5,27.7,26.5,17.9,108.9,100.8,,,,,,,,,,,,,70.5,16.6,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1,0.7081,51.8,48.3
2017,Boston College,2,9,25,0.281,1.9,8.08,72.5,78.4,68.0,37.4,36.4,29.6,25.6,24.2,20.1,103.5,101.6,,,,,,,,,,,,,72.5,17.2,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.8,0.5542,51.6,53.2
2017,Boston University,12,18,26,0.563,-1.6,-3.66,73.1,70.8,69.6,35.3,41.6,33.4,28.1,28.5,20.2,101.4,103.0,,,,,,,,,,,,,71.1,20.7,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7,0.4555,51.2,50.5
2017,Bowling Green,7,13,27,0.406,-6.1,-2.0,73.6,76.7,66.7,34.1,32.7,35.8,28.5,28.2,17.3,99.6,105.7,,,,,,,,,,,,,71.5,20.0,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.7,0.336,48.0,53.1
2017,Bradley,7,13,28,0.394,-6.5,2.94,65.5,70.7,67.30000000000001,35.3,35.3,42.1,26.3,29.4,21.9,96.2,102.7,,,,,,,,,,,,,69.0,18.4,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0,0.3196,48.5,48.9
2017,Brigham Young,12,22,29,0.647,9.4,1.87,80.6,74.3,73.3,34.4,32.5,42.3,29.1,24.8,18.2,108.4,99.0,,,,,,,,,,,,,77.4,16.2,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,0.7395,51.2,47.9
2017,Brown,4,13,30,0.433,-10.1,-4.08,75.8,77.9,75.9,35.6,39.7,44.5,27.1,29.7,19.6,103.0,113.1,,,,,,,,,,,,,72.8,21.2,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.5,0.255,50.7,57.7
2017,Bryant,9,12,31,0.375,-10.7,-5.43,74.2,77.4,72.0,33.7,36.7,32.8,29.2,30.6,18.8,100.9,111.6,,,,,,,,,,,,,70.6,17.6,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.6,0.2372,49.7,51.5
2017,Bucknell,15,26,32,0.743,8.3,-2.48,76.3,67.9,68.10000000000001,37.9,38.4,37.2,26.8,27.9,18.9,107.9,99.6,,,,,,,,,,,,,71.4,19.7,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,0.715,55.3,48.0
2017,Buffalo,11,17,33,0.531,0.8,-1.01,77.7,74.2,69.19999999999999,33.0,37.7,37.3,33.2,29.2,19.8,102.9,102.1,,,,,,,,,,,,,72.4,17.5,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.1,0.5232,50.7,48.2
2017,Butler,12,25,34,0.735,20.7,10.23,76.3,68.9,74.1,36.6,37.6,37.1,27.2,27.0,15.0,117.5,96.8,,,,,,,,,,,,,67.2,19.6,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,0.9022,54.6,50.8
2017,Cal Poly,6,11,35,0.355,-9.8,-4.22,67.2,72.3,69.69999999999999,33.5,42.2,29.4,25.6,30.3,16.1,101.2,111.0,,,,,,,,,,,,,66.4,17.7,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7,0.2574,47.3,52.6
2017,Cal State Bakersfield,12,25,36,0.714,7.8,-1.94,71.5,63.9,64.0,34.2,32.2,38.0,32.6,30.6,20.8,100.6,92.8,,,,,,,,,,,,,68.2,22.8,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3,0.716,48.3,43.6
2017,Cal State Fullerton,10,17,37,0.531,-7.1,-6.85,73.5,71.2,68.7,30.8,33.9,39.9,30.3,27.5,20.7,97.2,104.3,,,,,,,,,,,,,70.0,19.6,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.9,0.3074,49.1,49.7
2017,Cal State Northridge,7,11,38,0.367,-10.4,-4.13,78.0,81.3,72.89999999999999,33.7,23.4,45.0,27.7,31.8,17.9,103.5,113.9,,,,,,,,,,,,,74.2,17.8,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.0,0.2493,49.7,51.9
2017,California,10,21,39,0.618,11.3,6.34,68.1,63.4,66.10000000000001,34.0,34.7,37.7,32.9,24.0,18.7,103.7,92.4,,,,,,,,,,,,,67.1,16.6,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,0.7894,48.1,45.3
2017,Campbell,7,19,40,0.514,-9.7,-7.59,71.7,70.4,75.1,35.6,39.4,36.6,24.2,28.9,18.7,99.8,109.5,,,,,,,,,,,,,67.0,17.3,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.8,0.2566,51.4,50.7
2017,Canisius,10,18,41,0.529,-2.1,-3.5,78.4,77.7,73.6,37.1,40.3,30.9,30.2,32.2,18.2,107.7,109.8,,,,,,,,,,,,,70.8,20.8,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.9,0.4437,53.1,54.5
2017,Central Arkansas,7,8,42,0.25,-13.7,-3.76,74.8,84.1,71.8,37.5,32.1,35.9,28.8,31.7,19.1,102.5,116.2,,,,,,,,,,,,,72.5,15.7,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.3,0.1912,49.8,55.1
2017,Central Connecticut State,4,6,43,0.207,-20.3,-7.68,63.0,72.8,62.0,35.1,26.0,33.3,31.5,32.5,21.2,92.7,113.0,,,,,,,,,,,,,66.5,20.2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.4,0.0933,46.7,54.0
2017,Central Michigan,6,16,44,0.5,-7.0,-2.63,88.3,87.7,79.10000000000001,36.4,52.3,34.6,26.7,34.0,14.7,110.3,117.3,,,,,,,,,,,,,76.3,15.2,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.6,0.3297,51.7,53.5
2017,Charleston Southern,7,12,45,0.387,-13.5,-6.21,74.3,75.6,66.60000000000001,33.3,35.6,35.0,27.4,27.4,16.2,102.3,115.8,,,,,,,,,,,,,69.9,16.8,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.7,0.1943,48.7,54.3
2017,Charlotte,7,13,46,0.433,-5.6,-0.93,76.5,80.2,74.6,37.5,34.8,34.0,20.3,31.0,16.1,102.1,107.7,,,,,,,,,,,,,74.1,18.3,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.5,0.3492,50.5,52.3
2017,Chattanooga,10,19,47,0.613,5.7,-2.08,74.6,68.8,71.0,33.1,38.1,40.3,31.2,32.7,19.8,106.5,100.8,,,,,,,,,,,,,67.1,21.4,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.4,0.6527,51.9,50.7
2017,Chicago State,1,6,48,0.188,-18.8,-0.19,65.3,78.5,70.1,30.4,35.5,27.8,26.1,31.1,19.6,91.6,110.4,,,,,,,,,,,,,68.7,18.3,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.2,0.1052,42.4,55.0
2017,Cincinnati,16,30,49,0.833,22.7,5.49,74.3,61.3,68.60000000000001,34.5,36.1,32.5,35.5,29.4,15.3,114.4,91.7,,,,,,,,,,,,,65.4,20.2,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,0.9275,52.0,45.2
2017,Clemson,6,17,50,0.515,16.6,9.98,74.8,71.5,73.1,35.7,34.5,34.3,31.4,32.2,15.8,115.3,98.7,,,,,,,,,,,,,67.8,20.1,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,0.8567,51.1,51.9
2017,Cleveland State,5,9,51,0.29,-7.2,-1.53,67.2,71.7,69.1,30.7,38.7,29.6,28.9,32.7,18.8,95.2,102.4,,,,,,,,,,,,,67.2,22.3,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.5,0.3023,46.3,52.1
2017,Coastal Carolina,10,20,52,0.513,-4.3,-1.48,72.6,73.3,65.8,32.7,39.8,29.2,30.5,26.9,18.1,100.6,104.9,,,,,,,,,,,,,69.9,16.6,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.2,0.3828,48.5,50.3
2017,Colgate,8,10,53,0.313,-10.6,-3.6,67.0,71.0,67.7,36.1,42.8,33.4,24.8,25.3,22.0,97.1,107.7,,,,,,,,,,,,,66.5,17.3,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.1,0.2333,51.4,52.5
2017,College of Charleston,14,25,54,0.714,3.99,-0.19,69.0,64.6,73.6,32.800000000000004,19.1,22.8,8.6,25.5,10.4,68.9,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Colorado,8,19,55,0.559,8.9,6.0,75.5,72.2,70.39999999999999,35.1,35.8,37.5,33.0,28.3,17.4,110.7,101.8,,,,,,,,,,,,,69.3,17.2,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7,0.7232,50.9,50.3
2017,Colorado State,13,24,56,0.667,7.2,2.17,72.5,68.0,73.1,34.1,37.0,38.2,31.3,28.8,16.1,107.5,100.3,,,,,,,,,,,,,67.9,16.9,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7,0.6901,48.3,46.8
2017,Columbia,5,11,57,0.407,-5.4,-3.13,71.9,72.7,70.8,36.1,36.6,29.1,27.9,31.8,18.4,100.7,106.1,,,,,,,,,,,,,70.4,20.2,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0,0.356,49.7,52.0
2017,Connecticut,9,16,58,0.485,6.6,6.61,67.3,66.3,71.2,35.4,34.8,34.5,29.9,30.5,18.7,104.4,97.8,,,,,,,,,,,,,66.1,16.1,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5,0.6807,48.5,45.6
2017,Coppin State,7,8,59,0.25,-25.0,-8.01,66.2,78.8,65.0,31.7,37.8,40.0,28.0,33.1,19.1,91.2,116.2,,,,,,,,,,,,,70.0,18.9,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.7,0.0581,43.9,54.4
2017,Cornell,4,8,60,0.276,-8.4,-1.55,71.5,77.2,69.8,33.3,43.2,29.5,22.0,27.2,20.1,98.7,107.1,,,,,,,,,,,,,71.4,15.5,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.4,0.2809,52.1,51.9
2017,Creighton,10,25,61,0.714,19.7,8.95,81.8,72.8,68.2,39.8,35.9,27.9,24.2,29.6,17.1,115.4,95.7,,,,,,,,,,,,,72.7,19.3,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,0.8966,57.6,49.9
2017,Dartmouth,4,7,62,0.259,-12.6,-3.45,67.1,74.8,70.89999999999999,35.2,38.6,33.8,27.7,27.0,21.7,98.4,111.0,,,,,,,,,,,,,68.7,15.8,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.5,0.2002,49.9,53.3
2017,Davidson,8,17,63,0.531,9.9,4.26,73.8,71.6,75.3,34.1,46.0,31.5,25.1,26.9,17.4,108.8,98.9,,,,,,,,,,,,,69.7,17.1,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2,0.7497,51.6,49.7
2017,Dayton,15,24,64,0.75,14.1,4.27,75.9,66.4,69.0,38.4,38.3,43.4,25.6,27.4,16.9,110.3,96.2,,,,,,,,,,,,,69.6,20.9,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,0.8278,53.6,47.7
2017,Delaware,5,13,65,0.394,-10.0,-1.42,65.4,72.2,68.60000000000001,30.0,34.9,32.2,27.1,27.5,17.9,96.7,106.7,,,,,,,,,,,,,66.4,15.2,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.5,0.2433,46.8,53.2
2017,Delaware State,7,10,66,0.313,-19.5,-9.37,68.3,75.0,65.9,35.1,39.2,30.1,28.5,37.2,19.6,94.1,113.6,,,,,,,,,,,,,67.3,20.3,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.3,0.103,47.8,52.3
2017,Denver,8,16,67,0.533,-3.1,-4.19,75.8,74.6,73.4,40.2,33.0,34.6,28.8,24.7,19.4,105.7,108.8,,,,,,,,,,,,,68.1,15.5,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.3,0.4176,54.8,51.4
2017,DePaul,2,9,68,0.281,-0.8,7.78,68.9,74.6,73.5,32.6,31.3,35.6,29.9,30.0,20.4,102.6,103.4,,,,,,,,,,,,,69.1,20.0,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.8,0.4767,48.1,53.8
2017,Detroit Mercy,6,8,69,0.258,-11.2,-1.62,77.0,84.8,66.4,37.0,35.9,38.1,26.9,31.4,19.5,102.2,113.4,,,,,,,,,,,,,73.8,19.4,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.0,0.2313,50.9,56.9
2017,Drake,5,7,70,0.226,-6.5,1.91,71.2,77.1,75.6,34.6,42.2,29.1,26.8,31.5,17.6,103.1,109.6,,,,,,,,,,,,,71.1,17.6,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.7,0.3306,48.1,53.1
2017,Drexel,3,9,71,0.281,-7.1,-2.56,74.9,78.4,66.60000000000001,34.9,36.6,31.6,30.4,30.5,18.5,102.0,109.1,,,,,,,,,,,,,71.9,17.4,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.1,0.3157,49.9,53.1
2017,Duke,11,28,72,0.757,26.1,10.91,80.8,70.2,76.2,37.9,38.3,39.3,31.7,29.8,16.3,121.4,95.3,,,,,,,,,,,,,69.7,17.3,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,0.942,54.8,47.4
2017,Duquesne,3,10,73,0.313,-4.5,0.69,70.5,74.2,67.60000000000001,33.4,36.9,37.1,29.0,30.2,20.0,101.1,105.6,,,,,,,,,,,,,71.7,17.6,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7,0.378,48.9,49.9
2017,East Carolina,6,15,74,0.455,-1.1,1.33,63.3,65.1,65.7,32.0,37.2,37.4,30.7,31.1,20.8,95.5,96.6,,,,,,,,,,,,,68.3,17.0,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.3,0.4657,45.8,44.7
2017,East Tennessee State,14,27,75,0.771,10.1,-2.11,79.5,69.7,70.19999999999999,38.2,35.3,42.8,30.1,27.4,20.8,107.0,96.9,,,,,,,,,,,,,71.5,22.0,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,0.7594,55.8,48.7
2017,Eastern Illinois,6,14,76,0.483,-3.5,-5.05,74.8,71.8,73.1,36.6,37.9,26.9,29.5,32.4,17.5,99.7,103.2,,,,,,,,,,,,,70.1,21.0,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3,0.4004,47.8,49.7
2017,Eastern Kentucky,5,12,77,0.387,-8.5,-2.44,70.9,75.2,70.5,32.3,41.8,37.4,25.2,32.9,19.8,98.2,106.7,,,,,,,,,,,,,69.1,19.2,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.2,0.2784,49.4,51.4
2017,Eastern Michigan,7,16,78,0.485,1.3,0.16,77.8,73.0,72.5,33.6,30.8,35.3,33.6,35.0,17.1,105.3,104.0,,,,,,,,,,,,,69.6,21.5,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,0.5361,48.8,50.4
2017,Eastern Washington,13,22,79,0.647,-1.3,-4.43,79.3,76.2,77.0,36.8,36.8,34.8,27.3,27.8,17.1,108.6,109.9,,,,,,,,,,,,,67.9,14.5,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.7,0.4658,54.2,51.2
2017,Elon,10,18,80,0.563,1.5,-1.39,75.1,71.6,68.5,35.7,45.5,30.7,24.2,26.7,16.6,103.3,101.8,,,,,,,,,,,,,69.1,14.9,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.6,0.5416,52.1,48.6
2017,Evansville,6,16,81,0.485,3.4,2.42,69.3,68.5,71.3,36.9,19.1,45.8,27.1,27.1,17.9,104.5,101.1,,,,,,,,,,,,,68.0,18.5,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.8,0.5928,48.8,49.6
2017,Fairfield,11,16,82,0.516,-3.7,-3.85,72.6,73.5,68.2,33.5,42.1,27.2,24.3,28.2,18.6,98.6,102.3,,,,,,,,,,,,,70.7,17.5,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.9,0.3957,51.3,49.5
2017,FDU,9,11,83,0.367,-9.28,-5.31,72.8,75.0,76.5,33.2,20.2,20.7,9.7,23.4,13.3,71.2,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Florida,14,27,84,0.75,27.0,11.01,77.9,66.5,72.89999999999999,35.9,36.6,40.2,32.1,29.5,16.9,116.5,89.5,,,,,,,,,,,,,70.3,21.0,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,0.9541,51.6,45.8
2017,Florida A&M,5,7,85,0.233,-23.9,-11.85,71.8,78.8,65.9,33.9,29.7,37.6,26.3,34.7,18.5,92.6,116.5,,,,,,,,,,,,,71.2,18.9,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.1,0.0665,46.5,53.2
2017,Florida Atlantic,6,10,86,0.333,-9.4,-1.98,70.3,74.0,70.3,31.4,34.8,30.4,26.9,31.2,16.6,97.6,107.0,,,,,,,,,,,,,70.4,17.7,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.4,0.2575,46.0,51.0
2017,Florida Gulf Coast,12,26,87,0.765,4.7,-3.42,79.4,69.3,70.19999999999999,33.7,32.1,33.8,33.8,29.6,17.9,108.4,103.7,,,,,,,,,,,,,67.2,17.4,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,0.6261,53.9,49.3
2017,Florida International,3,7,88,0.226,-8.1,-3.27,70.3,73.6,75.0,33.2,17.6,16.6,10.2,23.7,13.3,69.3,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Florida State,12,26,89,0.743,20.5,8.87,82.1,72.1,68.89999999999999,34.7,31.3,38.4,33.8,29.8,16.4,115.5,95.0,,,,,,,,,,,,,72.8,19.5,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,0.9039,53.7,47.9
2017,Fordham,7,13,90,0.406,-1.8,1.36,65.3,67.7,72.6,33.2,44.3,26.7,23.4,31.0,19.7,96.8,98.6,,,,,,,,,,,,,65.8,25.6,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.7,0.4469,48.4,53.0
2017,Fresno State,11,20,91,0.606,6.2,2.31,73.5,70.2,67.2,35.6,32.2,40.5,27.2,27.5,18.8,103.8,97.6,,,,,,,,,,,,,69.8,20.6,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7,0.6705,50.8,48.5
2017,Furman,14,23,92,0.657,5.2,-3.75,74.0,66.3,69.69999999999999,38.1,43.0,32.1,27.2,27.1,19.2,106.0,100.8,,,,,,,,,,,,,67.4,19.5,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.7,0.6401,54.9,49.4
