season,team,conference,wins,win_pct,losses,adj_margin,strength_of_schedule,points_per_game,points_allowed_per_game,ft_pct,three_pt_pct,three_pa_rate,ft_rate,off_rebound_pct,def_rebound_pct,turnover_pct,adj_offense,adj_defense,coach,coach_years_at_school,coach_ncaa_games,coach_sweet16s,coach_finalfours,road_wins,road_losses,neutral_wins,neutral_losses,net_rank,quad1_wins,quad2_wins,tempo,opp_turnover_pct,opp_three_pt_pct,close_game_record,last10_win_pct,last10_adj_margin,avg_age,underclass_minutes_pct,freshman_minutes_pct,freshman_guard_minutes_pct,sophomore_minutes_pct,junior_minutes_pct,senior_minutes_pct,returning_starters,returning_minutes_pct,primary_guard_experience_score,backcourt_experience_score,frontcourt_experience_score,bench_minutes_pct,bench_points_pct,injury_flag,star_player_flag,chicago_guard_count,nyc_guard_count,indiana_guard_count,texas_big_count,southern_big_count,west_coast_wing_count,local_site_player_count,host_state_player_count
2026,Navy,17,26,0.788,7.0,-0.87,-9.9,74.7,63.8,73.5,36.0,18.3,21.9,10.5,26.2,11.3,71.7,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,North Carolina State,10,20,0.606,13.0,18.02,10.83,83.7,76.5,76.8,38.800000000000004,26.7,21.4,9.8,24.7,9.2,86.9,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Nebraska,15,26,0.813,6.0,21.54,10.48,77.3,66.2,75.0,35.3,29.9,16.0,8.8,26.1,9.8,80.4,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Nevada,12,22,0.647,12.0,10.17,5.81,75.9,71.6,75.2,36.199999999999996,18.3,26.3,11.3,24.7,10.1,77.6,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Nevada-Las Vegas,11,17,0.515,16.0,5.63,6.1,79.4,78.6,68.7,34.9,21.1,24.1,11.1,23.9,12.1,81.2,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,New Hampshire,5,9,0.3,21.0,-16.98,-7.26,69.2,74.6,66.0,30.9,26.3,17.4,10.4,25.0,11.2,67.0,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,New Haven,9,14,0.452,17.0,-13.65,-7.69,64.9,66.3,68.8,31.3,21.5,16.4,7.8,23.5,11.1,62.6,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,New Mexico,13,23,0.697,10.0,13.52,5.05,80.5,70.8,72.7,36.199999999999996,25.8,21.8,10.8,25.7,10.7,82.0,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,New Mexico State,8,16,0.5,16.0,-1.29,-1.35,75.1,72.0,72.8,32.6,23.1,21.4,12.4,25.6,10.5,74.7,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,New Orleans,12,15,0.455,18.0,-3.96,-0.81,74.5,77.7,74.3,31.8,18.8,25.8,12.1,25.4,14.4,74.3,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Niagara,5,8,0.267,22.0,-16.27,-7.85,63.9,71.2,72.5,33.4,21.3,13.8,8.0,21.2,11.9,61.5,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Nicholls State,12,14,0.424,19.0,-6.77,-2.05,72.4,74.9,66.7,33.4,25.6,19.9,10.5,20.6,11.9,71.8,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,NJIT,10,16,0.485,17.0,-15.76,-8.26,67.0,73.2,70.7,30.3,23.3,19.0,9.8,24.6,11.6,64.5,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Norfolk State,8,15,0.469,17.0,-13.57,-10.53,76.4,73.8,69.3,33.6,17.5,24.5,11.6,23.2,12.3,73.2,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,North Alabama,4,9,0.3,21.0,-15.65,-5.51,69.4,77.6,68.8,30.5,19.0,21.2,11.0,22.4,11.4,67.7,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,North Carolina,12,24,0.75,8.0,19.39,10.92,79.8,71.3,68.4,34.5,25.0,22.2,10.8,27.2,9.7,83.1,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,North Carolina A&T,4,11,0.367,19.0,-9.56,-4.96,75.1,77.8,71.6,31.7,18.1,25.1,10.7,26.2,12.8,73.6,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,North Carolina Central,8,14,0.438,18.0,-18.15,-8.5,71.8,75.5,72.8,32.800000000000004,19.0,21.9,10.8,20.7,12.2,69.2,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,North Dakota,10,18,0.514,17.0,-8.93,-3.52,76.6,77.3,70.39999999999999,33.2,24.4,22.1,10.7,22.4,9.8,75.5,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,North Dakota State,14,27,0.794,7.0,2.5,-5.79,80.7,69.6,72.5,36.5,25.8,18.9,11.6,24.8,10.8,79.0,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,North Florida,5,7,0.219,25.0,-15.41,-2.98,79.6,88.2,77.4,35.099999999999994,31.4,17.7,9.4,22.9,12.5,78.7,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,North Texas,9,19,0.576,14.0,2.08,1.14,70.9,67.4,69.3,30.0,18.8,23.1,12.2,23.1,11.4,71.2,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Northeastern,2,7,0.226,24.0,-8.88,-2.82,74.9,81.0,69.0,33.7,22.6,17.6,9.5,22.0,11.5,74.1,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Northern Arizona,4,10,0.313,22.0,-10.73,-1.22,71.3,76.4,68.10000000000001,36.7,20.3,18.2,7.9,21.8,10.5,70.9,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Northern Colorado,10,20,0.625,12.0,0.3,-2.46,82.5,76.5,75.9,36.199999999999996,26.4,16.5,9.4,27.2,10.9,81.8,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Northern Illinois,4,9,0.3,21.0,-14.77,-2.24,69.5,77.8,66.4,31.2,25.5,21.6,11.8,22.9,14.9,68.8,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Northern Iowa,11,23,0.657,12.0,8.49,1.49,69.9,61.3,69.89999999999999,35.5,21.9,14.0,6.9,25.1,9.3,70.3,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Northern Kentucky,10,20,0.588,14.0,-2.45,-4.67,83.1,77.5,71.39999999999999,34.2,27.6,22.4,11.9,23.5,11.8,81.7,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Northwestern,5,15,0.441,19.0,12.61,11.43,73.1,72.0,75.1,33.0,19.3,19.2,9.1,21.4,8.5,76.5,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Northwestern State,8,10,0.313,22.0,-9.31,-2.47,68.3,72.4,74.2,33.2,18.0,21.4,8.9,22.5,11.7,67.6,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Notre Dame,4,13,0.419,18.0,9.05,9.93,74.5,75.3,69.69999999999999,35.6,25.3,19.8,11.1,25.5,11.5,77.5,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Oakland,12,16,0.5,16.0,-1.35,-0.12,82.6,81.7,75.0,34.8,20.8,23.2,11.1,23.9,10.5,82.6,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Ohio,9,15,0.469,17.0,-4.65,-1.35,77.9,78.6,70.6,30.8,22.8,22.1,10.1,23.6,10.9,77.5,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Ohio State,12,21,0.636,12.0,19.06,12.06,79.8,72.8,77.5,36.0,22.5,21.2,9.3,23.9,10.4,83.4,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Oklahoma,7,19,0.559,15.0,15.02,9.37,82.7,77.1,74.5,36.8,26.5,21.7,11.6,24.2,9.9,85.5,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Oklahoma State,6,19,0.576,14.0,11.93,10.57,84.3,82.9,75.1,33.800000000000004,22.6,24.8,11.5,26.5,11.9,87.5,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Old Dominion,7,12,0.364,21.0,-7.19,-4.19,76.2,77.9,73.4,35.4,21.7,20.8,9.5,25.4,10.9,74.9,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Omaha,8,16,0.485,17.0,-7.25,-3.49,76.0,76.4,73.5,35.199999999999996,24.0,19.1,8.9,25.6,11.1,75.0,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Oral Roberts,4,10,0.303,23.0,-10.11,-2.21,73.3,77.5,74.4,32.300000000000004,26.5,21.0,10.4,24.5,13.3,72.6,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Oregon,5,12,0.375,20.0,8.95,12.04,70.8,73.9,73.0,32.1,24.4,19.9,11.2,23.2,11.8,74.4,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Oregon State,9,17,0.515,16.0,0.78,3.81,71.1,74.2,77.2,35.0,23.5,22.8,8.6,23.8,11.9,72.2,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Pacific,8,18,0.545,15.0,4.34,2.83,72.7,68.8,75.4,36.0,20.1,16.9,11.7,26.5,13.0,73.5,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Penn State,3,12,0.375,20.0,3.98,9.64,73.7,79.3,75.0,32.4,21.3,19.0,8.3,20.7,10.5,76.6,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Pennsylvania,9,18,0.621,11.0,-0.5,-1.72,76.1,73.3,69.3,38.6,20.9,21.9,11.5,24.9,10.8,75.6,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Pepperdine,4,9,0.281,23.0,-5.86,3.44,72.2,79.6,75.0,31.7,22.8,19.5,11.1,22.8,12.8,73.2,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Pittsburgh,5,13,0.394,20.0,8.58,9.88,70.5,71.8,67.4,33.4,24.5,17.5,11.8,22.7,11.2,73.5,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Portland,6,15,0.441,19.0,-2.08,3.95,74.4,78.5,73.8,30.2,19.9,20.4,9.5,24.3,13.7,75.6,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Portland State,13,20,0.645,11.0,0.06,-2.66,76.6,70.3,70.8,32.5,20.5,21.3,11.2,25.7,11.6,75.8,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Prairie View A&M,9,18,0.514,17.0,-12.74,-9.93,78.9,76.1,75.3,33.4,18.5,25.8,10.1,23.9,11.9,75.9,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Presbyterian,7,15,0.455,18.0,-8.31,-5.21,72.4,72.2,68.5,32.300000000000004,16.0,21.9,11.0,24.4,13.0,70.8,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Princeton,5,9,0.31,20.0,-6.92,-1.95,68.6,72.0,75.2,34.1,24.3,18.6,9.4,23.9,11.0,68.0,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Providence,7,15,0.455,18.0,10.84,9.53,85.3,84.0,75.7,36.4,25.1,22.7,11.0,27.5,12.4,88.2,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Purdue,13,27,0.771,8.0,25.64,14.13,81.7,70.1,74.3,37.9,24.5,17.1,11.3,24.1,8.9,85.9,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Purdue Fort Wayne,11,17,0.531,15.0,-7.27,-2.72,78.1,77.1,71.1,35.199999999999996,26.7,18.0,8.0,22.2,9.9,77.3,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Queens,13,21,0.618,13.0,-3.3,-4.97,84.9,82.9,73.9,36.0,28.3,22.5,10.2,23.6,10.7,83.4,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Quinnipiac,12,19,0.594,13.0,-5.48,-7.03,75.3,72.0,68.5,34.599999999999994,21.3,20.8,12.7,24.3,11.0,73.2,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Radford,9,16,0.5,16.0,-7.12,-6.19,81.4,78.8,70.6,34.2,27.7,24.5,11.7,24.2,12.5,79.5,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Rhode Island,7,16,0.5,16.0,2.43,0.74,69.9,68.2,72.1,31.1,23.8,21.0,10.6,22.3,12.8,70.1,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Rice,7,13,0.419,18.0,-4.48,0.28,73.9,74.5,68.5,34.8,26.5,20.5,13.9,24.2,12.1,74.0,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Richmond,5,15,0.469,17.0,2.26,0.29,76.7,73.9,75.3,36.4,24.8,21.2,8.7,24.4,9.7,76.8,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Rider,3,4,0.138,25.0,-19.14,-5.0,63.4,76.0,69.5,27.500000000000004,16.2,18.1,12.6,22.3,11.2,61.9,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Robert Morris,13,22,0.667,11.0,-1.29,-4.71,77.4,72.1,69.19999999999999,37.3,24.2,16.5,13.2,24.5,12.5,76.0,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Rutgers,6,14,0.424,19.0,4.91,9.46,70.6,75.1,74.1,32.800000000000004,20.1,20.9,10.7,22.1,10.2,73.4,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Sacramento State,6,10,0.323,21.0,-7.79,-0.08,77.7,82.0,77.7,33.300000000000004,22.4,24.7,9.6,24.7,10.4,77.7,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Sacred Heart,9,14,0.424,19.0,-11.27,-8.05,75.2,76.6,77.7,35.9,29.7,17.7,10.2,24.6,12.1,72.8,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Saint Francis,5,7,0.226,24.0,-18.86,-5.83,71.5,81.0,69.39999999999999,34.0,22.6,18.2,10.5,22.2,12.9,69.8,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Saint Joseph's,13,22,0.667,11.0,2.65,0.98,73.3,69.9,74.3,30.8,26.8,18.4,11.6,27.2,11.7,73.6,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Saint Louis,15,28,0.848,5.0,17.27,1.52,87.2,69.5,74.4,40.1,27.2,20.5,10.2,29.7,12.5,87.7,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Saint Mary's,16,27,0.844,5.0,17.87,5.54,78.2,64.6,80.5,38.9,20.9,20.9,12.4,27.9,10.8,79.9,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Saint Peter's,14,17,0.586,12.0,-7.45,-7.59,70.8,68.4,73.3,31.900000000000002,23.0,20.6,13.8,21.9,11.6,68.5,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Sam Houston,13,22,0.667,11.0,3.57,-0.43,82.2,74.2,72.2,36.7,22.8,21.5,13.8,26.9,11.8,82.1,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Samford,11,18,0.563,14.0,-5.26,-6.09,78.9,75.3,68.89999999999999,35.8,27.0,23.8,9.1,27.2,9.2,77.1,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,San Diego,5,12,0.364,21.0,-3.48,2.56,74.5,77.9,75.6,35.3,26.0,15.5,10.2,21.5,12.5,75.3,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,San Diego State,14,22,0.667,11.0,13.62,8.12,78.2,71.0,73.1,34.699999999999996,19.3,22.3,10.1,25.4,12.1,80.6,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,San Francisco,8,17,0.515,16.0,4.39,4.23,74.7,73.2,71.3,34.699999999999996,26.1,22.4,10.9,25.1,10.9,76.0,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,San Jose State,3,9,0.273,24.0,-1.99,6.41,72.0,78.5,73.1,35.8,21.9,19.2,10.3,19.4,10.1,73.9,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Santa Clara,15,26,0.765,8.0,15.88,6.06,82.9,72.4,73.6,34.599999999999994,29.2,16.4,13.1,22.6,10.8,84.7,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Seattle,8,20,0.606,13.0,4.42,2.71,71.9,67.0,70.39999999999999,32.800000000000004,22.0,20.1,9.2,23.8,11.6,72.7,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Seton Hall,10,21,0.636,12.0,13.45,8.45,70.3,65.3,72.3,30.5,15.6,20.5,12.5,23.3,11.1,72.8,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Siena,13,23,0.676,11.0,-4.34,-9.19,70.5,65.7,76.9,30.4,17.7,18.9,10.2,24.2,10.3,67.7,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,South Alabama,11,21,0.656,11.0,-4.39,-6.76,74.6,69.8,66.0,34.8,20.7,22.2,8.7,26.9,8.7,72.6,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,South Carolina,4,13,0.406,19.0,7.62,9.16,74.9,76.5,78.10000000000001,31.1,25.8,21.3,9.2,23.3,9.9,77.6,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,South Carolina State,7,10,0.313,22.0,-21.79,-8.63,67.1,78.8,66.9,33.7,18.2,22.7,11.1,19.9,14.8,64.5,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,South Carolina Upstate,5,13,0.406,19.0,-10.24,-5.55,74.2,73.7,68.5,32.800000000000004,22.0,19.8,11.1,25.7,12.5,72.5,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,South Dakota,8,16,0.5,16.0,-8.6,-4.88,79.6,80.2,73.7,33.2,21.0,26.4,10.7,23.7,11.8,78.1,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,South Dakota State,7,14,0.438,18.0,-3.09,-2.95,75.4,72.8,71.1,34.4,23.3,17.8,10.9,26.4,11.1,74.5,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,South Florida,15,25,0.758,8.0,13.29,2.6,87.7,75.5,74.4,33.2,29.0,27.1,15.5,27.2,11.2,88.5,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Southeast Missouri State,14,20,0.606,13.0,-6.85,-7.82,74.5,70.6,69.6,30.3,21.2,22.4,9.9,24.1,11.8,72.2,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Southeastern Louisiana,6,9,0.29,22.0,-9.31,-2.84,65.0,70.5,68.4,28.299999999999997,21.3,21.3,10.2,21.8,12.4,64.1,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Southern,11,17,0.5,17.0,-10.98,-6.95,79.6,77.9,69.8,34.9,20.0,24.3,11.7,23.8,11.9,77.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Southern California,7,18,0.563,14.0,10.58,11.16,78.6,77.9,72.39999999999999,31.4,19.8,26.0,11.4,25.1,12.5,81.9,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Southern Illinois,10,16,0.5,16.0,3.09,0.86,73.0,69.6,67.9,27.800000000000004,18.0,19.2,11.4,26.8,12.0,73.3,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,SIU Edwardsville,12,19,0.594,13.0,-8.46,-10.25,71.0,64.7,67.5,34.699999999999996,21.1,17.8,10.9,25.7,11.7,67.9,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Southern Indiana,4,7,0.233,23.0,-16.23,-8.98,68.7,73.7,65.60000000000001,31.0,24.4,22.1,13.2,24.3,12.0,66.0,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Southern Methodist,8,20,0.606,13.0,17.27,10.66,84.2,77.6,74.1,37.4,22.6,19.2,12.3,25.4,11.3,87.4,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Southern Mississippi,9,19,0.543,16.0,-5.39,-4.51,74.7,73.9,73.3,30.0,17.1,24.5,11.3,25.4,12.9,73.3,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Southern Utah,6,10,0.313,22.0,-9.19,-0.22,76.3,79.5,72.2,34.2,21.6,19.8,10.4,25.4,14.2,76.2,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,St. Bonaventure,4,17,0.5,17.0,2.4,1.67,76.4,74.5,74.4,37.4,18.9,17.8,11.8,23.5,11.4,76.9,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,St. John's,18,28,0.824,6.0,22.42,10.83,81.6,70.0,72.7,33.2,20.8,25.8,13.1,25.6,10.5,84.8,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,St. Thomas,12,24,0.727,9.0,3.27,-5.3,82.7,71.7,68.10000000000001,36.5,26.8,20.2,7.1,26.3,9.4,81.1,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Stanford,9,20,0.625,12.0,12.55,9.27,76.0,72.7,73.1,35.6,25.9,20.9,11.2,22.5,10.6,78.8,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Stephen F. Austin,20,28,0.848,5.0,4.06,-4.62,76.4,65.9,68.10000000000001,36.3,24.4,18.1,12.5,24.8,9.2,75.0,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Stetson,7,12,0.364,21.0,-12.7,-4.7,73.7,79.7,68.10000000000001,36.3,25.5,18.5,9.5,23.3,12.5,72.3,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Stonehill,8,12,0.364,21.0,-14.6,-9.28,66.4,68.6,68.60000000000001,32.2,23.3,16.4,10.0,27.5,13.0,63.6,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Stony Brook,9,17,0.531,15.0,-5.46,-3.69,71.7,71.2,72.2,34.9,27.2,16.7,10.3,24.4,11.2,70.6,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Syracuse,6,15,0.469,17.0,10.28,9.53,75.0,74.2,64.8,32.9,21.8,20.6,10.3,23.9,11.0,77.9,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Tarleton State,5,14,0.438,18.0,-4.76,-1.48,74.5,73.4,74.5,32.2,14.2,23.8,11.1,21.8,14.3,74.1,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Temple,8,16,0.5,16.0,1.04,-0.76,73.9,70.8,74.7,33.800000000000004,20.2,22.8,10.0,23.6,9.0,73.7,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Tennessee,11,22,0.667,11.0,22.08,11.99,79.5,69.4,69.39999999999999,33.4,19.4,23.7,16.0,26.5,11.7,83.1,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Tennessee State,15,23,0.719,9.0,-4.54,-8.68,80.5,73.3,76.5,33.1,19.2,21.3,13.0,25.0,12.2,77.9,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Tennessee Tech,8,13,0.419,18.0,-13.25,-7.89,73.3,74.5,75.9,31.5,21.6,20.6,10.9,25.3,13.3,70.9,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Tennessee-Martin,13,22,0.667,11.0,-5.92,-9.06,69.8,63.2,67.7,30.4,26.4,20.7,13.9,26.0,14.4,67.1,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Texas,9,18,0.563,14.0,16.17,10.3,83.8,76.8,75.2,35.3,21.0,26.3,12.0,25.7,11.0,86.9,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Texas A&M,11,21,0.656,11.0,16.76,8.6,87.7,79.6,73.7,36.199999999999996,29.9,24.1,12.2,25.5,10.8,90.3,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
