season,team,avg_class,freshman_min_pct,sophomore_min_pct,junior_min_pct,senior_min_pct,underclass_min_pct,player_count
2017,North Texas,2.733,11.9,36.6,17.9,33.6,48.5,15
2017,NJIT,2.754,23.4,22.9,8.6,45.1,46.3,13
2017,Colgate,2.493,14.5,30.8,45.5,9.2,45.3,15
2017,New Hampshire,2.991,8.3,20.3,35.3,36.1,28.6,11
2017,Baylor,2.908,3.0,18.0,64.2,14.8,21.0,11
2017,American,2.296,32.2,32.0,9.9,25.9,64.1,12
2017,Texas St.,2.761,35.1,1.1,16.5,47.4,36.2,13
2017,South Carolina St.,2.669,23.9,13.4,34.6,28.1,37.3,15
2017,McNeese St.,2.570,19.7,29.8,24.2,26.3,49.5,11
2017,Northwestern St.,2.787,16.7,22.3,26.5,34.5,39.1,14
2017,Monmouth,3.212,3.2,29.5,10.2,57.1,32.7,13
2017,Wichita St.,2.450,21.1,14.9,62.2,1.9,35.9,16
2017,Virginia,2.562,22.5,14.8,46.5,16.1,37.4,14
2017,UCLA,2.438,37.5,13.2,17.5,31.9,50.6,13
2017,Idaho,2.697,13.2,15.6,59.6,11.7,28.7,14
2017,North Dakota St.,2.708,16.4,23.7,32.7,27.3,40.1,12
2017,Marist,2.464,8.2,62.4,4.1,25.3,70.6,11
2017,LIU,2.481,29.6,25.3,12.5,32.6,54.9,14
2017,Portland St.,3.482,1.1,0.9,46.7,51.3,2.0,14
2017,Radford,2.212,16.9,45.1,38.0,0.1,62.0,12
2017,Louisiana,2.521,32.3,0.8,49.3,17.5,33.1,13
2017,Delaware,2.534,21.5,31.7,18.6,28.2,53.2,12
2017,Rice,2.386,16.2,47.3,18.2,18.3,63.5,16
2017,High Point,2.761,18.1,25.7,18.3,37.9,43.8,12
2017,Northern Illinois,2.372,19.3,39.3,26.2,15.2,58.7,13
2017,UTSA,2.276,36.8,12.1,37.8,13.3,48.9,14
2017,Rhode Island,2.795,17.2,10.3,48.5,24.1,27.4,14
2017,Santa Clara,2.979,1.9,33.4,29.5,35.1,35.3,15
2017,Texas Tech,3.398,0.0,0.0,60.2,39.8,0.0,12
2017,Eastern Kentucky,2.270,37.4,17.7,25.5,19.5,55.1,13
2017,Norfolk St.,3.158,0.0,11.4,61.4,27.2,11.4,12
2017,Robert Morris,2.506,27.5,28.6,9.8,34.1,56.1,13
2017,Army,2.468,24.0,29.7,21.9,24.5,53.7,15
2017,Penn,2.312,31.4,21.0,32.6,14.9,52.4,18
2017,Oakland,2.599,21.7,13.2,48.6,16.5,34.9,11
2017,Northern Iowa,2.845,18.8,11.4,36.4,33.4,30.2,14
2017,Harvard,2.012,56.4,13.8,2.1,27.7,70.2,17
2017,Bowling Green,2.615,22.0,32.1,8.3,37.6,54.1,15
2017,Charleston,2.234,20.7,38.8,36.9,3.6,59.5,12
2017,Georgia,2.672,10.1,36.1,30.3,23.5,46.2,14
2017,Niagara,2.381,12.2,44.3,36.8,6.8,56.4,11
2017,Manhattan,2.619,15.9,16.9,56.6,10.6,32.8,13
2017,Maryland,2.171,43.5,9.7,33.0,13.8,53.2,13
2017,UC Santa Barbara,2.301,29.7,26.7,27.3,16.2,56.4,16
2017,Portland,2.682,11.1,30.3,37.9,20.7,41.4,13
2017,New Mexico,2.589,19.5,23.6,35.3,21.5,43.1,14
2017,Saint Joseph's,2.236,28.9,34.0,21.7,15.4,62.9,16
2017,Miami FL,2.450,33.9,19.5,14.4,32.2,53.4,11
2017,Jackson St.,3.296,4.4,15.0,27.1,53.5,19.4,14
2017,Dartmouth,2.553,20.3,31.0,21.6,27.0,51.3,14
2017,Saint Louis,2.547,33.1,6.8,32.2,27.8,39.9,11
2017,San Jose St.,2.289,17.4,50.9,16.9,14.7,68.4,13
2017,Wagner,2.754,18.9,16.9,34.2,30.1,35.8,14
2017,Appalachian St.,2.033,28.1,42.7,26.9,2.3,70.8,15
2017,VMI,2.810,24.0,16.9,13.4,45.8,40.8,15
2017,Old Dominion,2.714,5.9,46.4,18.1,29.6,52.3,14
2017,Utah,2.639,19.2,17.8,42.8,20.1,37.1,14
2017,Albany,2.805,0.2,44.2,30.5,25.1,44.4,13
2017,Gardner Webb,2.419,6.5,58.7,21.1,13.6,65.2,13
2017,Vermont,2.935,11.3,13.8,45.1,29.8,25.1,12
2017,Utah St.,2.382,30.6,29.1,11.9,28.4,59.6,12
2017,New Orleans,3.499,1.9,1.6,41.2,55.3,3.5,15
2017,Miami OH,2.064,41.3,13.3,42.9,2.4,54.7,13
2017,Texas Southern,3.001,13.1,6.8,47.2,33.0,19.8,15
2017,Mississippi,2.921,10.0,14.6,48.7,26.7,24.6,12
2017,Utah Valley,2.852,7.8,22.6,46.0,23.5,30.5,12
2017,East Carolina,2.531,33.7,16.5,12.6,37.1,50.2,14
2017,Michigan St.,2.115,43.5,23.2,11.5,21.8,66.8,13
2017,UNC Greensboro,2.620,21.0,25.4,24.2,29.4,46.4,17
2017,Purdue Fort Wayne,2.932,3.2,35.0,27.1,34.7,38.2,12
2017,Louisiana Monroe,2.891,9.0,25.5,32.9,32.6,34.5,12
2017,Furman,2.740,9.8,21.3,54.2,14.8,31.0,13
2017,Bryant,1.962,37.5,36.9,17.7,7.9,74.3,13
2017,Holy Cross,3.163,2.2,38.5,0.0,59.3,40.7,15
2017,Sacramento St.,2.895,21.4,5.0,36.5,37.2,26.3,13
2017,New Mexico St.,2.778,9.7,19.0,55.0,16.3,28.7,13
2017,Connecticut,2.603,30.5,23.9,0.3,45.2,54.5,14
2017,Providence,2.474,22.9,6.9,70.1,0.1,29.8,13
2017,Denver,2.275,10.5,51.6,37.8,0.1,62.1,15
2017,Morgan St.,2.473,20.1,25.7,41.1,13.1,45.8,13
2017,Notre Dame,3.068,8.1,15.0,39.0,37.9,23.1,13
2017,Green Bay,3.384,11.5,0.1,27.0,61.4,11.6,12
2017,Washington St.,3.002,19.9,18.3,3.7,58.2,38.1,11
2017,Oregon St.,1.809,36.4,47.8,14.4,1.4,84.2,13
2017,Air Force,2.967,12.7,6.3,52.6,28.4,19.0,17
2017,Boise St.,2.485,21.5,35.5,16.1,27.0,57.0,13
2017,Campbell,2.129,34.7,30.3,22.5,12.6,65.0,15
2017,Milwaukee,2.236,37.4,27.4,9.4,25.8,64.8,15
2017,Illinois St.,2.906,5.6,27.7,37.2,29.5,33.3,12
2017,Villanova,2.845,1.8,54.4,1.3,42.5,56.2,13
2017,Houston,3.163,5.5,16.0,35.1,43.4,21.6,12
2017,Southern Utah,2.830,29.1,2.9,23.8,44.2,32.0,14
2017,UMass Lowell,2.459,16.4,37.3,30.3,16.0,53.7,12
2017,Long Beach St.,2.356,20.4,26.0,51.3,2.4,46.4,15
2017,Detroit Mercy,2.570,25.1,23.2,21.2,30.5,48.3,13
2017,Memphis,2.385,4.9,60.1,26.7,8.3,65.0,13
2017,Massachusetts,2.018,41.5,15.1,43.4,0.0,56.6,14
2017,SIU Edwardsville,2.593,25.1,19.2,27.0,28.7,44.3,13
2017,Grand Canyon,2.607,20.8,21.9,32.9,24.3,42.8,14
2017,Eastern Illinois,2.933,0.4,23.2,59.0,17.4,23.7,13
2017,FIU,3.337,0.2,28.9,7.8,63.1,29.1,13
2017,Seton Hall,2.777,12.9,11.1,61.2,14.7,24.1,15
2017,Arkansas St.,3.002,11.0,8.6,49.6,30.8,19.6,13
2017,Indiana,2.256,19.6,35.1,45.3,0.0,54.7,14
2017,Wyoming,2.813,8.5,18.6,56.1,16.8,27.1,13
2017,Coppin St.,3.094,19.9,5.3,20.4,54.4,25.2,13
2017,Oregon,2.779,16.3,15.1,42.9,25.7,31.4,12
2017,Middle Tennessee,3.099,12.8,8.6,34.4,44.2,21.4,13
2017,Arizona,2.133,41.5,17.5,27.2,13.8,59.0,13
2017,Iona,2.928,12.6,27.8,13.8,45.8,40.4,12
2017,Tennessee,2.050,46.2,25.8,4.7,23.2,72.0,14
2017,Austin Peay,2.997,1.4,33.4,29.3,35.9,34.8,12
2017,Troy,3.045,0.2,27.4,40.2,32.2,27.5,13
2017,Colorado St.,2.619,7.5,52.8,9.9,29.7,60.4,11
2017,Idaho St.,2.454,23.2,24.4,36.1,16.2,47.6,12
2017,Georgia Southern,2.524,0.1,47.5,52.3,0.1,47.6,15
2017,Louisiana Tech,2.342,27.0,29.9,25.0,18.1,56.9,13
2017,Southern Miss,3.063,2.5,29.5,27.3,40.7,32.0,14
2017,George Washington,2.614,28.9,11.2,29.7,30.3,40.1,13
2017,Montana St.,2.271,22.5,41.1,23.3,13.1,63.6,13
2017,Hawaii,2.181,26.9,43.1,14.9,15.1,70.0,13
2017,Delaware St.,2.665,8.4,36.4,35.5,19.7,44.8,16
2017,Washington,1.869,31.8,56.4,4.9,6.9,88.2,14
2017,Western Carolina,2.214,30.4,24.6,38.0,6.9,55.1,15
2017,San Francisco,1.905,39.3,40.3,11.0,9.4,79.6,14
2017,Abilene Christian,2.134,22.5,46.4,26.2,4.9,68.9,13
2017,UC Riverside,2.968,13.5,12.5,37.7,36.3,26.0,12
2017,St. John's,1.910,35.0,43.3,17.4,4.3,78.3,14
2017,Florida A&M,2.613,12.7,27.6,45.4,14.3,40.3,14
2017,Savannah St.,2.508,25.9,19.0,33.4,21.7,44.9,15
2017,Northern Colorado,2.084,34.1,34.8,19.8,11.4,68.9,12
2017,Missouri,2.036,17.7,71.5,0.3,10.5,89.2,14
2017,Bethune Cookman,2.700,24.0,15.4,27.3,33.3,39.4,13
2018,Tennessee Tech,3.553,0.4,13.1,17.3,69.2,13.5,13
2018,Iowa St.,2.480,33.4,14.7,22.5,29.4,48.1,10
2018,DePaul,2.790,16.1,19.1,34.4,30.3,35.2,13
2018,Northwestern St.,2.306,43.3,2.2,34.9,19.6,45.6,16
2018,Cornell,2.252,36.4,7.6,50.5,5.5,43.9,14
2018,Michigan St.,2.323,15.2,52.9,16.4,15.6,68.1,12
2018,California,2.289,47.7,3.2,21.5,27.6,50.9,15
2018,Hawaii,2.683,17.3,19.4,40.9,22.4,36.7,12
2018,Michigan,2.626,17.0,36.7,13.1,33.3,53.6,16
2018,Missouri St.,3.431,3.9,1.9,41.2,52.9,5.9,12
2018,Southern Illinois,2.997,2.0,14.7,64.8,18.4,16.7,12
2018,La Salle,3.022,10.2,25.3,16.8,47.8,35.4,13
2018,Cal Poly,2.859,15.8,9.3,47.9,27.0,25.2,13
2018,Portland St.,3.201,16.3,0.3,30.4,53.0,16.6,14
2018,Temple,2.706,17.6,25.1,26.3,31.0,42.7,13
2018,Northern Colorado,2.816,16.6,23.9,20.6,38.8,40.6,13
2018,Toledo,2.521,21.1,21.8,41.0,16.1,42.9,13
2018,Arkansas Pine Bluff,2.850,22.4,4.8,38.1,34.6,27.2,17
2018,Ohio St.,2.815,19.9,13.4,32.0,34.7,33.3,13
2018,VCU,2.574,17.9,43.2,2.5,36.4,61.1,13
2018,San Diego St.,2.608,32.6,3.6,34.1,29.6,36.2,12
2018,Arizona St.,2.795,31.6,8.6,8.5,51.3,40.2,12
2018,Central Michigan,3.028,4.8,32.5,17.9,44.8,37.2,15
2018,Incarnate Word,2.629,32.3,5.0,30.3,32.4,37.2,13
2018,UT Rio Grande Valley,2.840,20.4,18.0,18.9,42.7,38.4,15
2018,North Carolina Central,2.717,28.9,0.0,41.7,29.5,28.9,14
2018,Stetson,3.119,27.5,0.0,5.6,66.9,27.5,14
2018,Virginia,2.720,13.0,39.3,10.6,37.2,52.2,13
2018,Creighton,2.695,21.7,18.2,28.9,31.2,39.9,13
2018,Texas Tech,2.786,34.6,0.3,16.9,48.2,34.9,14
2018,Oral Roberts,2.407,15.1,51.6,10.8,22.5,66.7,12
2018,Presbyterian,2.994,11.9,26.1,12.6,49.4,38.0,15
2018,Elon,3.155,4.9,4.6,60.6,29.9,9.5,14
2018,South Carolina,2.450,30.6,18.1,27.1,24.3,48.7,15
2018,Jacksonville,2.571,32.7,14.1,16.8,36.5,46.7,12
2018,Quinnipiac,2.890,29.3,0.0,23.1,47.6,29.3,11
2018,SMU,2.484,28.5,17.2,31.9,22.5,45.6,12
2018,Virginia Tech,2.785,21.0,3.0,52.5,23.5,24.0,12
2018,Sacred Heart,3.010,13.2,21.6,16.2,49.0,34.8,12
2018,Santa Clara,2.982,23.0,0.0,32.9,44.1,23.0,12
2018,Central Arkansas,2.644,34.2,6.7,19.6,39.5,40.9,15
2018,Southeastern Louisiana,3.605,2.1,0.0,33.2,64.7,2.1,11
2018,Pittsburgh,1.833,62.1,8.3,14.0,15.7,70.3,15
2018,Drake,3.474,11.0,0.0,19.7,69.3,11.0,12
2018,Syracuse,1.961,39.0,27.1,32.7,1.2,66.1,14
2018,Colorado,2.144,48.3,15.1,10.6,26.0,63.4,14
2018,St. Bonaventure,3.206,7.0,12.2,33.1,47.5,19.2,13
2018,Bryant,2.426,18.8,47.9,5.3,28.0,66.6,12
2018,UC Santa Barbara,3.301,2.2,25.6,12.0,60.1,27.8,14
2018,Boise St.,2.994,1.5,39.5,17.1,41.9,41.0,13
2018,Florida,2.885,13.6,15.3,40.0,31.0,28.9,14
2018,Mercer,3.365,7.8,11.9,16.3,64.0,19.7,13
2018,Coastal Carolina,2.996,4.9,22.9,40.0,32.2,27.8,11
2018,Seattle,3.023,3.1,37.5,13.6,45.9,40.5,12
2018,South Alabama,2.506,8.1,54.6,15.8,21.5,62.7,14
2018,Bradley,2.382,14.4,48.6,21.2,15.7,63.1,13
2018,Savannah St.,3.266,5.4,13.6,30.0,51.0,19.0,16
2018,Saint Mary's,3.223,2.7,29.0,11.7,56.6,31.7,13
2018,Northern Arizona,2.674,6.5,35.1,42.9,15.5,41.6,14
2018,UMBC,2.951,16.3,17.0,22.2,44.6,33.2,14
2018,Penn St.,2.513,10.1,50.5,17.3,22.1,60.6,14
2018,Connecticut,2.475,27.8,17.3,34.6,20.3,45.1,14
2018,UTEP,2.743,31.8,0.0,30.3,37.9,31.8,13
2018,Cleveland St.,2.984,24.6,13.9,0.0,61.5,38.5,13
2018,Pepperdine,2.224,37.6,21.8,21.3,19.3,59.3,15
2018,Indiana,2.896,17.4,17.0,24.3,41.3,34.4,16
2018,NJIT,2.280,22.6,28.5,47.2,1.7,51.1,13
2018,LIU,2.875,4.9,38.3,21.2,35.6,43.2,11
2018,Baylor,3.058,23.4,0.2,23.5,52.8,23.7,11
2018,UTSA,2.270,24.6,36.9,25.4,13.1,61.5,13
2018,Idaho,3.616,2.5,8.2,14.7,74.7,10.6,12
2018,Cal St. Northridge,2.800,21.7,18.6,17.7,42.0,40.3,13
2018,Radford,2.584,18.8,30.7,23.7,26.8,49.5,14
2018,Louisiana,3.146,7.3,12.0,39.4,41.3,19.4,14
2018,BYU,2.314,1.2,66.2,32.6,0.0,67.4,13
2018,New Hampshire,2.836,24.6,11.9,18.7,44.8,36.5,13
2018,Maryland,2.208,25.9,44.4,12.6,17.0,70.3,15
2018,Winthrop,2.922,13.1,13.8,40.9,32.2,26.9,16
2018,Tulsa,3.011,9.8,17.3,34.9,38.0,27.1,12
2018,Saint Peter's,2.844,10.2,24.1,36.8,29.0,34.3,11
2018,William & Mary,2.900,3.0,45.7,9.4,41.8,48.8,14
2018,Rice,2.321,27.7,34.1,16.8,21.5,61.7,14
2018,Oakland,3.157,8.7,26.4,5.2,59.6,35.2,13
2018,Northern Iowa,2.643,19.7,33.4,9.7,37.1,53.1,16
2018,Texas A&M Corpus Chris,2.091,35.2,42.7,0.0,22.1,77.9,15
2018,Rhode Island,3.171,8.9,25.6,5.1,60.4,34.5,14
2018,Chattanooga,2.193,28.9,32.2,29.5,9.4,61.2,12
2018,Charleston,3.061,3.6,23.5,36.1,36.8,27.1,13
2018,Longwood,3.054,11.9,15.9,27.3,45.0,27.7,12
2018,Alabama St.,2.562,10.8,41.5,28.4,19.3,52.3,14
2018,Nicholls St.,3.238,23.5,0.0,5.5,70.9,23.5,14
2018,Wichita St.,3.303,1.0,28.0,10.6,60.3,29.0,16
2018,Illinois,2.194,36.2,19.4,33.2,11.2,55.6,14
2018,Evansville,2.664,21.1,22.3,25.6,30.9,43.4,12
2018,Jackson St.,3.005,5.9,21.0,39.7,33.4,27.0,17
2018,San Jose St.,2.297,31.0,17.1,43.0,8.9,48.1,13
2018,Manhattan,3.095,13.4,19.7,11.0,55.9,33.0,14
2018,Appalachian St.,2.607,14.1,32.3,32.4,21.2,46.4,14
2018,UCF,2.621,17.9,24.0,36.1,22.0,41.9,12
2018,Mount St. Mary's,2.374,50.8,5.2,0.0,44.1,55.9,14
2018,Tulane,2.627,12.4,30.4,39.3,17.9,42.8,15
2018,Utah,3.165,11.6,12.5,23.7,52.2,24.1,16
2018,Samford,3.292,6.0,22.5,7.9,63.6,28.5,13
2018,Buffalo,2.751,11.8,12.5,64.6,11.1,24.3,14
2018,Binghamton,2.982,7.6,10.1,58.6,23.6,17.8,14
2018,Tennessee,2.393,7.2,56.2,26.8,9.8,63.4,16
2018,Illinois St.,2.436,18.2,21.6,58.8,1.4,39.7,12
2018,Utah Valley,3.419,0.4,15.5,25.9,58.2,15.9,14
2018,North Carolina A&T,3.137,15.8,2.5,33.8,47.9,18.4,14
2018,Monmouth,2.271,40.3,16.4,19.4,24.0,56.6,14
2018,Vermont,3.158,9.4,20.2,15.5,54.9,29.7,15
2018,Towson,3.103,1.8,34.3,15.6,48.3,36.2,12
2018,Akron,2.129,41.1,21.6,20.8,16.5,62.6,13
2018,Green Bay,2.606,31.3,18.9,7.7,42.1,50.2,12
2018,Florida Gulf Coast,3.149,3.9,17.1,39.1,39.8,21.0,15
2018,UNC Greensboro,2.785,12.4,28.4,27.5,31.7,40.8,12
2018,Eastern Washington,2.806,17.0,20.4,27.7,34.9,37.3,13
2018,Fresno St.,3.244,0.5,22.4,29.4,47.7,22.9,13
2018,Arkansas,3.109,20.5,13.8,0.0,65.7,34.3,13
2018,South Dakota,2.819,0.7,35.9,44.1,19.2,36.6,15
2018,N.C. State,2.734,21.3,23.8,15.1,39.8,45.1,12
2018,New Mexico St.,3.012,9.3,20.6,29.7,40.4,29.9,14
2018,Minnesota,2.875,16.0,18.4,27.7,37.9,34.4,13
2018,Purdue Fort Wayne,2.769,20.3,13.8,34.5,31.4,34.2,12
2018,Florida St.,2.607,22.3,23.9,24.4,29.3,46.3,17
2018,Washington St.,2.571,12.9,32.0,40.4,14.8,44.8,13
2018,Houston Christian,2.155,45.6,9.7,28.4,16.3,55.3,15
2018,Boston University,2.470,32.6,26.5,2.3,38.6,59.1,13
2018,Saint Francis,2.544,9.4,39.0,39.4,12.2,48.4,16
2018,Little Rock,2.245,33.0,17.5,41.4,8.1,50.5,15
2018,Niagara,2.960,13.2,9.0,46.5,31.3,22.1,13
2018,Georgia,2.710,24.3,11.1,33.9,30.7,35.4,15
2018,Middle Tennessee,3.295,6.0,11.1,30.2,52.7,17.1,14
2018,Nebraska Omaha,2.755,15.5,27.1,23.6,33.7,42.7,11
2018,St. Francis NY,2.285,33.6,25.2,20.2,21.0,58.8,15
2018,Clemson,3.022,13.6,2.2,52.6,31.6,15.8,14
2018,Purdue,3.106,14.8,15.2,14.6,55.4,30.0,12
2018,Massachusetts,2.451,17.6,36.4,29.4,16.7,54.0,12
2018,SIU Edwardsville,2.789,5.2,36.9,31.8,26.1,42.1,13
2018,Lamar,3.503,5.2,3.2,27.7,63.9,8.4,12
2018,Grand Canyon,2.847,20.9,18.6,15.5,45.0,39.5,16
2018,LSU,2.581,24.4,25.0,18.7,31.9,49.4,14
2018,Penn,2.833,3.4,37.7,31.0,27.9,41.1,18
2018,Eastern Illinois,3.257,11.6,4.3,30.9,53.2,15.9,14
2018,Sacramento St.,2.612,14.8,29.9,34.6,20.7,44.7,13
2018,Bucknell,2.977,14.9,17.2,23.3,44.7,32.1,14
2018,Drexel,2.890,7.7,32.3,23.2,36.8,40.0,13
2018,UMass Lowell,2.929,10.0,19.6,37.9,32.4,29.6,11
2018,FIU,2.768,5.7,21.0,64.1,9.1,26.7,14
2018,Sam Houston St.,3.192,3.9,0.0,69.2,26.9,3.9,15
2018,West Virginia,2.669,5.6,53.7,9.0,31.8,59.3,12
2018,Saint Louis,2.624,27.5,13.6,27.7,31.1,41.2,9
2018,Arkansas St.,3.005,12.2,13.6,35.7,38.5,25.8,14
2018,Wright St.,2.455,34.4,11.6,27.9,26.0,46.0,12
2018,Princeton,2.800,22.2,8.7,35.9,33.2,30.9,17
2018,UNC Wilmington,2.667,17.6,28.7,23.2,30.5,46.3,13
2018,Western Michigan,2.888,4.5,31.0,35.6,28.9,35.6,14
2018,Long Beach St.,2.794,16.3,9.2,53.2,21.3,25.6,14
2018,Gonzaga,2.510,27.5,23.4,19.5,29.5,50.9,13
2018,Central Connecticut,2.852,5.2,18.3,62.6,13.9,23.5,13
2018,Fairleigh Dickinson,2.126,39.5,16.5,36.0,8.0,56.0,14
2018,Wyoming,3.139,10.0,17.0,22.1,50.9,27.0,13
2018,Coppin St.,2.906,15.9,2.7,56.2,25.2,18.6,15
2018,Notre Dame,2.995,4.6,33.3,20.1,42.0,37.9,12
2018,Oregon,2.336,37.5,21.6,10.6,30.3,59.1,12
2018,Hampton,2.793,0.0,39.1,42.5,18.4,39.1,14
2018,Davidson,2.744,20.5,32.0,0.0,47.5,52.5,14
2018,Old Dominion,2.959,13.6,8.7,45.7,31.9,22.4,13
2018,Oklahoma St.,2.938,0.7,43.6,16.9,38.8,44.3,13
2018,Valparaiso,2.483,9.6,59.3,4.2,26.9,68.9,12
2018,Southern Miss,2.779,5.1,21.1,64.6,9.2,26.2,12
2018,Wagner,2.768,16.1,15.8,43.2,24.9,31.9,12
2018,Wofford,2.258,24.1,33.0,36.0,6.9,57.1,13
2018,Colgate,2.852,18.1,16.4,27.7,37.8,34.5,15
2018,Western Illinois,2.416,26.9,22.4,32.9,17.8,49.3,14
2018,Dartmouth,2.393,26.2,40.4,1.1,32.2,66.7,14
2018,Rutgers,2.586,21.8,25.9,24.3,28.0,47.7,15
2018,James Madison,2.333,44.9,1.6,28.8,24.7,46.5,12
2018,Brown,1.982,33.5,40.8,19.4,6.2,74.4,12
2018,Arizona,2.510,32.9,17.3,15.9,33.9,50.1,15
2018,Hartford,3.175,1.1,0.0,79.1,19.8,1.1,14
2018,Nebraska,2.986,5.4,18.2,48.9,27.5,23.6,15
2018,East Tennessee St.,3.263,19.6,4.7,5.3,70.3,24.4,14
2018,Loyola Chicago,2.803,23.1,10.4,29.8,36.8,33.4,15
2018,South Florida,3.033,20.7,7.6,19.3,52.4,28.3,12
2018,South Carolina St.,2.762,5.7,46.6,13.5,34.2,52.3,14
2018,Iona,3.223,3.6,12.8,41.4,42.2,16.4,12
2018,Detroit Mercy,2.641,19.4,22.7,32.2,25.7,42.1,15
2018,Austin Peay,2.570,36.3,0.0,34.0,29.6,36.3,13
2018,Houston,3.125,8.9,12.4,35.9,42.8,21.4,14
2018,George Washington,2.576,26.7,31.2,0.0,42.1,57.9,13
2018,Marist,2.493,16.9,21.3,57.3,4.4,38.2,14
2018,Kansas,2.783,12.1,34.4,16.5,37.0,46.6,12
2018,Miami OH,2.135,49.6,7.6,22.3,20.4,57.3,13
2018,Maine,2.649,3.5,36.7,51.2,8.6,40.2,14
2018,Xavier,2.844,20.4,21.6,11.4,46.7,41.9,13
2018,Butler,2.614,14.9,35.9,21.9,27.2,50.9,12
2018,San Diego,2.857,6.0,16.6,63.1,14.3,22.6,14
2018,Southern Utah,3.053,14.5,15.0,21.4,49.2,29.4,14
2018,Eastern Michigan,2.826,12.7,7.4,64.3,15.5,20.2,12
2018,Cal St. Bakersfield,2.744,32.3,0.0,28.6,39.0,32.3,12
2018,Texas St.,2.737,6.9,38.5,28.8,25.8,45.3,13
2018,Providence,2.894,12.7,31.2,10.0,46.1,44.0,13
2018,Albany,3.335,0.0,8.1,50.4,41.6,8.1,11
2018,Troy,3.138,9.2,7.4,43.8,39.6,16.6,12
2018,Belmont,3.195,8.3,7.4,40.9,43.5,15.7,12
2018,TCU,3.036,0.5,32.7,29.6,37.3,33.2,13
2018,Georgia St.,2.916,6.6,18.1,52.3,23.0,24.7,13
2018,Iowa,2.000,19.7,61.9,17.1,1.3,81.6,15
2018,Milwaukee,2.624,6.5,39.5,38.9,15.0,46.1,12
2018,Cincinnati,2.731,13.5,25.8,34.9,25.9,39.3,15
2018,Eastern Kentucky,2.259,33.2,26.5,21.7,18.7,59.6,14
2018,Oklahoma,2.253,30.2,24.2,35.6,9.9,54.4,15
2018,Missouri,2.805,25.3,4.0,35.6,35.1,29.3,13
2018,New Orleans,2.744,25.9,10.2,27.4,36.4,36.1,15
2018,Southern,3.366,2.4,13.6,28.9,55.0,16.0,16
2018,Alcorn St.,2.602,12.7,42.4,16.7,28.1,55.1,14
2018,McNeese St.,2.894,2.0,26.6,51.2,20.1,28.7,14
2018,Wake Forest,2.597,20.6,18.9,40.5,19.9,39.6,16
2018,South Dakota St.,3.115,15.0,0.2,42.1,42.4,15.2,11
2018,Idaho St.,2.735,1.0,49.4,24.8,24.8,50.4,15
2018,Georgia Southern,3.222,0.0,16.6,44.7,38.8,16.6,13
2018,East Carolina,2.615,35.2,0.1,32.7,31.9,35.3,13
2018,Saint Joseph's,2.600,22.8,28.3,14.9,33.9,51.2,16
2018,Wisconsin,2.061,38.7,18.9,40.1,2.4,57.6,16
2018,Tennessee St.,3.229,2.7,14.4,40.1,42.8,17.1,13
2018,Louisiana Tech,2.266,31.8,25.3,27.3,15.6,57.1,13
2018,Mississippi St.,2.074,28.9,34.9,36.0,0.2,63.8,16
2018,Indiana St.,2.723,24.1,22.4,10.8,42.8,46.4,15
2018,Dayton,2.209,41.6,13.3,27.7,17.4,54.9,14
2018,Duquesne,2.572,26.8,23.9,14.5,34.8,50.7,13
2018,UC Irvine,2.242,1.8,72.3,25.7,0.2,74.2,13
2018,Richmond,1.941,39.4,30.3,27.1,3.2,69.7,12
2018,Kent St.,2.864,7.8,20.0,50.1,22.1,27.8,12
2018,UAB,2.795,21.0,13.9,29.8,35.4,34.9,12
2018,Delaware,2.402,29.1,22.3,27.9,20.7,51.4,12
2018,Gardner Webb,2.766,10.7,27.2,37.0,25.2,37.9,12
2018,Seton Hall,3.043,16.2,19.3,8.2,56.2,35.6,12
2018,North Dakota St.,2.527,20.2,37.2,12.3,30.3,57.4,11
2018,Lehigh,2.301,28.6,28.9,26.4,16.2,57.5,12
2018,UT Arlington,3.776,0.0,8.0,6.4,85.6,8.0,11
2018,Canisius,2.406,21.9,38.8,16.0,23.2,60.7,14
2018,Louisiana Monroe,3.052,15.6,10.0,28.2,46.3,25.5,12
2018,UC Riverside,2.991,9.8,25.7,20.1,44.4,35.5,16
2018,Liberty,2.256,23.3,43.5,17.3,15.8,66.9,12
2018,UC Davis,3.096,2.5,12.6,57.6,27.3,15.1,12
2018,Montana St.,3.133,5.8,16.1,37.1,41.0,21.9,12
2018,Stony Brook,2.878,23.0,17.1,9.2,50.8,40.0,14
2018,UCLA,2.437,32.6,20.1,18.4,28.9,52.6,13
2018,Ohio,2.779,22.9,1.3,50.9,24.9,24.2,15
2018,Texas A&M,2.551,26.2,11.1,44.2,18.6,37.3,15
2018,Western Kentucky,2.787,34.8,1.6,13.8,49.8,36.4,10
2018,Denver,2.891,9.1,26.2,31.1,33.6,35.3,13
2018,Georgia Tech,2.531,31.1,15.6,22.3,31.0,46.8,15
2018,Lafayette,2.268,38.6,22.4,12.7,26.4,61.0,12
2018,Rider,2.482,6.0,53.4,27.1,13.5,59.4,12
2018,Prairie View A&M,3.474,2.1,0.1,46.1,51.7,2.2,14
2018,Vanderbilt,2.698,22.9,24.2,13.3,39.7,47.0,12
2018,Howard,1.944,45.0,23.8,23.1,8.2,68.8,14
2018,Fairfield,2.383,32.1,24.4,16.8,26.7,56.4,14
