season,team,conference,wins,losses,win_pct,adj_margin,strength_of_schedule,points_per_game,points_allowed_per_game,ft_pct,three_pt_pct,three_pa_rate,ft_rate,off_rebound_pct,def_rebound_pct,turnover_pct,adj_offense,adj_defense,coach,coach_years_at_school,coach_ncaa_games,coach_sweet16s,coach_finalfours,road_wins,road_losses,neutral_wins,neutral_losses,net_rank,quad1_wins,quad2_wins,tempo,opp_turnover_pct,opp_three_pt_pct,close_game_record,last10_win_pct,last10_adj_margin,avg_age,underclass_minutes_pct,freshman_minutes_pct,freshman_guard_minutes_pct,sophomore_minutes_pct,junior_minutes_pct,senior_minutes_pct,returning_starters,returning_minutes_pct,primary_guard_experience_score,backcourt_experience_score,frontcourt_experience_score,bench_minutes_pct,bench_points_pct,injury_flag,star_player_flag,chicago_guard_count,nyc_guard_count,indiana_guard_count,texas_big_count,southern_big_count,west_coast_wing_count,local_site_player_count,host_state_player_count,wab,barthag,eff_fg_pct,opp_eff_fg_pct
2015,Abilene Christian,4.0,10,21,0.323,-19.2,-6.34,63.7,70.5,72.7,37.8,36.2,28.3,24.1,33.9,19.8,92.1,111.3,,,,,,,,,,,,,64.0,20.8,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.5,0.1016,47.3,55.3
2015,Air Force,6.0,14,17,0.452,-4.7,-0.71,65.7,65.1,65.9,35.4,39.9,30.8,29.6,32.6,19.2,105.3,110.0,,,,,,,,,,,,,61.6,20.2,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,0.3772,53.6,53.0
2015,Akron,9.0,21,14,0.6,6.4,-0.47,68.1,62.9,65.8,34.9,47.8,31.3,33.3,31.5,18.8,103.7,97.3,,,,,,,,,,,,,64.1,18.8,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.7,0.6754,49.4,45.5
2015,Alabama,8.0,19,15,0.559,11.0,8.09,67.1,64.1,71.7,32.2,40.6,43.7,29.6,32.0,18.7,109.2,98.2,,,,,,,,,,,,,62.8,18.9,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,0.7722,50.7,47.4
2015,Alabama A&M,8.0,9,20,0.31,-20.3,-9.62,62.0,68.6,64.5,29.1,37.6,41.6,35.2,36.4,21.9,92.8,113.1,,,,,,,,,,,,,63.5,18.3,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.7,0.0927,44.7,50.5
2015,Alabama State,14.0,19,10,0.655,-9.9,-12.71,72.1,66.8,65.0,35.4,27.1,34.6,36.0,29.2,19.7,95.6,105.5,,,,,,,,,,,,,68.0,19.2,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,0.244,48.2,46.9
2015,Albany,15.0,24,9,0.727,2.8,-5.18,65.3,60.5,75.8,35.8,34.3,39.0,32.6,26.0,18.8,105.1,102.3,,,,,,,,,,,,,61.3,20.1,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,0.5757,49.9,49.6
2015,Alcorn State,4.0,6,26,0.188,-26.0,-9.95,64.6,74.3,65.8,28.4,30.0,37.5,30.2,35.9,17.2,90.9,116.9,,,,,,,,,,,,,67.0,18.6,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.4,0.0529,43.1,52.8
2015,American,8.0,17,16,0.515,-3.7,-3.71,58.7,58.6,70.5,37.4,38.6,34.4,21.3,31.6,19.4,98.9,102.6,,,,,,,,,,,,,57.2,21.8,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.7,0.3967,53.4,51.0
2015,Appalachian State,9.0,12,17,0.414,-10.5,-3.18,63.5,70.1,70.89999999999999,31.6,36.7,33.6,31.4,29.8,20.6,95.7,106.2,,,,,,,,,,,,,65.8,17.2,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.4,0.233,45.6,50.6
2015,Arizona,16.0,34,4,0.895,29.0,7.41,76.6,59.7,71.89999999999999,36.0,25.9,47.1,34.5,22.4,16.5,116.5,87.5,,,,,,,,,,,,,66.8,20.6,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,0.9642,53.5,45.1
2015,Arizona State,9.0,18,16,0.529,10.6,6.66,69.4,66.6,66.7,35.0,36.3,42.1,31.8,25.1,20.7,107.6,97.0,,,,,,,,,,,,,66.3,19.1,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8,0.766,50.9,50.2
2015,Arkansas,13.0,27,9,0.75,16.1,6.79,77.4,70.1,72.39999999999999,34.9,31.0,37.3,35.7,34.6,16.9,112.9,96.8,,,,,,,,,,,,,70.0,22.3,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.8546,50.0,48.3
2015,Arkansas State,6.0,11,18,0.379,-11.8,-3.81,64.4,69.6,70.19999999999999,32.0,31.2,33.0,29.7,32.7,20.0,93.7,105.5,,,,,,,,,,,,,66.0,17.6,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.8,0.2048,45.3,48.3
2015,Arkansas-Pine Bluff,9.0,12,20,0.375,-15.65,-8.61,59.8,66.9,68.0,33.2,19.1,18.2,10.2,18.8,15.3,57.2,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Army,6.0,15,15,0.5,-7.4,-4.98,72.1,72.1,68.0,32.2,38.9,32.0,29.7,31.5,19.1,98.7,106.1,,,,,,,,,,,,,69.9,18.9,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.6,0.303,50.0,51.0
2015,Auburn,4.0,15,20,0.429,2.9,8.15,67.9,72.1,66.60000000000001,35.0,38.8,48.8,27.6,34.1,18.9,104.3,101.4,,,,,,,,,,,,,68.0,21.3,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,0.5799,46.9,52.5
2015,Austin Peay,3.0,8,22,0.267,-13.8,-2.81,64.6,72.6,66.60000000000001,30.1,30.2,41.6,31.8,29.2,20.8,93.1,106.9,,,,,,,,,,,,,67.2,20.3,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.4,0.1697,44.5,54.9
2015,Ball State,2.0,7,23,0.233,-5.06,0.04,65.4,69.0,69.3,34.2,22.8,18.7,10.1,22.6,14.1,65.4,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Baylor,11.0,24,10,0.706,22.7,9.33,69.1,60.2,67.4,38.2,33.5,38.6,41.9,31.5,20.1,115.4,92.7,,,,,,,,,,,,,62.1,19.3,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,0.9254,49.8,45.8
2015,Belmont,11.0,22,11,0.667,1.4,-2.77,74.2,70.6,69.19999999999999,37.7,47.8,32.2,28.9,29.6,20.3,107.9,106.5,,,,,,,,,,,,,67.6,18.5,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4,0.5364,56.5,51.3
2015,Bethune-Cookman,7.0,11,21,0.344,-18.5,-10.45,59.3,62.6,71.7,29.1,34.2,40.3,34.4,34.1,22.7,89.7,108.2,,,,,,,,,,,,,60.7,20.9,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.9,0.1039,44.2,48.2
2015,Binghamton,5.0,6,26,0.188,-18.0,-3.49,57.7,66.4,66.0,30.6,33.8,39.8,26.2,32.5,21.6,90.9,108.9,,,,,,,,,,,,,63.6,20.4,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.0,0.111,44.6,52.3
2015,Boise State,14.0,25,9,0.735,12.6,1.38,70.3,60.1,72.89999999999999,38.9,41.5,32.4,27.8,25.6,16.1,109.5,96.9,,,,,,,,,,,,,63.5,19.4,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.8021,53.2,47.6
2015,Boston College,4.0,13,19,0.406,8.3,7.94,65.8,67.4,70.5,32.4,38.3,35.0,26.0,30.9,18.8,107.5,99.2,,,,,,,,,,,,,63.9,18.8,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,0.7165,50.8,49.4
2015,Boston University,9.0,13,17,0.433,-4.9,-3.12,67.9,69.6,69.6,36.8,42.4,44.9,28.2,28.4,19.4,105.5,110.4,,,,,,,,,,,,,64.7,16.3,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.6,0.3737,52.7,53.0
2015,Bowling Green,11.0,21,12,0.636,5.0,-1.25,66.5,62.9,71.39999999999999,33.8,36.7,32.4,31.6,29.5,18.4,103.5,98.5,,,,,,,,,,,,,63.9,19.5,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9,0.6378,49.3,47.2
2015,Bradley,3.0,9,24,0.273,-5.9,1.52,57.0,61.4,66.3,30.1,35.5,37.8,32.0,29.0,20.4,92.5,98.4,,,,,,,,,,,,,62.5,21.9,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0,0.3298,42.3,50.3
2015,Brigham Young,13.0,25,10,0.714,17.3,5.02,83.7,73.2,76.6,39.0,36.6,42.5,33.4,28.4,16.4,118.1,100.8,,,,,,,,,,,,,70.9,17.7,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.8608,53.2,49.6
