season,team,conference,wins,losses,win_pct,adj_margin,strength_of_schedule,points_per_game,points_allowed_per_game,ft_pct,three_pt_pct,three_pa_rate,ft_rate,off_rebound_pct,def_rebound_pct,turnover_pct,adj_offense,adj_defense,coach,coach_years_at_school,coach_ncaa_games,coach_sweet16s,coach_finalfours,road_wins,road_losses,neutral_wins,neutral_losses,net_rank,quad1_wins,quad2_wins,tempo,opp_turnover_pct,opp_three_pt_pct,close_game_record,last10_win_pct,last10_adj_margin,avg_age,underclass_minutes_pct,freshman_minutes_pct,freshman_guard_minutes_pct,sophomore_minutes_pct,junior_minutes_pct,senior_minutes_pct,returning_starters,returning_minutes_pct,primary_guard_experience_score,backcourt_experience_score,frontcourt_experience_score,bench_minutes_pct,bench_points_pct,injury_flag,star_player_flag,chicago_guard_count,nyc_guard_count,indiana_guard_count,texas_big_count,southern_big_count,west_coast_wing_count,local_site_player_count,host_state_player_count,wab,barthag,eff_fg_pct,opp_eff_fg_pct
2021,Abilene Christian,13.0,24,1,0.828,7.8,-6.37,75.7,60.4,67.80000000000001,36.4,36.0,32.7,30.6,27.9,19.2,99.6,91.8,,,,,,,,,,,,,70.4,26.5,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,0.7188,51.2,46.0
2021,Air Force,3.0,5,2,0.2,-14.1,0.22,58.7,71.9,69.3,33.0,45.0,30.9,15.3,35.4,22.6,94.7,108.8,,,,,,,,,,,,,64.0,21.8,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.6,0.1691,52.1,57.4
2021,Akron,12.0,15,3,0.652,4.8,-1.96,78.2,72.2,75.8,33.4,46.3,30.7,30.0,28.8,17.0,106.6,101.8,,,,,,,,,,,,,69.4,16.4,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1,0.6295,51.5,48.6
2021,Alabama,16.0,26,4,0.788,22.3,10.01,79.7,70.1,70.8,35.2,46.5,28.8,32.2,29.2,18.6,111.6,89.3,,,,,,,,,,,,,74.5,20.5,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,0.9286,51.7,45.8
2021,Alabama A&M,4.0,6,5,0.4,-18.3,-14.99,63.3,67.2,62.7,28.8,33.2,31.8,28.2,29.4,21.4,85.0,103.3,,,,,,,,,,,,,68.3,18.0,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.1,0.0963,44.8,44.0
2021,Alabama State,4.0,4,6,0.222,-27.2,-16.95,64.2,71.6,64.7,31.7,34.7,42.7,29.5,29.6,22.3,84.6,111.8,,,,,,,,,,,,,71.0,20.6,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.2,0.0392,43.5,48.9
2021,Albany,6.0,7,7,0.438,-4.3,-5.22,69.4,68.7,72.39999999999999,33.7,34.3,34.1,22.3,27.3,18.0,97.9,102.2,,,,,,,,,,,,,70.4,20.9,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4,0.3778,50.5,51.3
2021,Alcorn State,6.0,6,8,0.316,-18.7,-10.06,66.1,75.6,72.6,30.1,34.0,34.0,30.1,30.5,20.4,91.3,110.0,,,,,,,,,,,,,70.4,22.1,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.4,0.105,44.4,55.4
2021,American,4.0,4,9,0.4,-7.6,-1.82,69.1,73.6,70.5,37.8,42.7,26.8,24.1,29.9,22.3,96.9,104.5,,,,,,,,,,,,,67.9,17.6,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5,0.2963,52.6,50.2
2021,Appalachian State,7.0,17,10,0.586,-6.2,-5.72,70.3,64.1,74.2,31.7,44.5,32.7,28.2,30.2,17.7,97.5,103.7,,,,,,,,,,,,,66.3,19.8,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.6,0.33,46.9,50.0
