season,team,conference,wins,win_pct,losses,adj_margin,strength_of_schedule,points_per_game,points_allowed_per_game,ft_pct,three_pt_pct,three_pa_rate,ft_rate,off_rebound_pct,def_rebound_pct,turnover_pct,adj_offense,adj_defense,coach,coach_years_at_school,coach_ncaa_games,coach_sweet16s,coach_finalfours,road_wins,road_losses,neutral_wins,neutral_losses,net_rank,quad1_wins,quad2_wins,tempo,opp_turnover_pct,opp_three_pt_pct,close_game_record,last10_win_pct,last10_adj_margin,avg_age,underclass_minutes_pct,freshman_minutes_pct,freshman_guard_minutes_pct,sophomore_minutes_pct,junior_minutes_pct,senior_minutes_pct,returning_starters,returning_minutes_pct,primary_guard_experience_score,backcourt_experience_score,frontcourt_experience_score,bench_minutes_pct,bench_points_pct,injury_flag,star_player_flag,chicago_guard_count,nyc_guard_count,indiana_guard_count,texas_big_count,southern_big_count,west_coast_wing_count,local_site_player_count,host_state_player_count,adj_offense_pctile,adj_defense_pctile,adj_margin_pctile,turnover_pct_pctile,off_rebound_pct_pctile,def_rebound_pct_pctile,ft_pct_pctile,scoring_balance,neutral_win_pct,road_win_pct,road_neutral_win_pct,defense_score,efficiency_score,guard_play_score,clutch_score,rebounding_score,region_bias_score,consistency_score,committee_alignment_score,model_vs_committee_gap,cinderella_score,first_year_coach_flag,foul_dependence,pbp_composite,contender_score,upset_risk_score,expected_round,predicted_seed_line,slow_paced,fast_paced,title_darkhorse_flag,fraud_favorite_flag,dangerous_low_seed_flag,underseeded_flag,overseeded_flag,cinderella_flag,high_foul_dependence_flag,archetype,vuln_tags,strength_tags,explanation_summary
2026,Abilene Christian,5,14,0.424,19.0,-7.18,-1.25,70.3,72.4,70.39999999999999,31.3,18.3,22.5,11.2,20.5,14.3,69.9,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.68493150684931,38.63013698630137,69.31506849315069,96.57534246575342,39.45205479452055,99.04109589041096,70.13698630136986,,0.5,0.5,0.5,39.7,45.3,30.8,37.4,34.0,50.1,30.6,38.9,6.4,23.8,0,22.5,50.0,38.9,61.5,R64,9,False,False,False,False,False,False,False,False,True,Solid Tournament Team,🧊 Shooter's curse — one cold night from three and they can't adjust,,"Abilene Christian profiles as a Solid Tournament Team with a contender score of 38.9/100. Watch out for: poor clutch metrics, defensive vulnerability. Model projects R64 exit."
2026,Air Force,0,3,0.094,29.0,-13.66,4.68,61.5,79.9,64.1,30.6,21.4,17.9,7.0,22.1,14.8,62.9,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.98630136986301,81.36986301369863,88.4931506849315,97.94520547945206,98.08219178082192,91.91780821917808,99.86301369863013,,0.5,0.5,0.5,26.1,42.3,24.1,29.2,6.3,50.1,7.3,27.3,15.0,10.2,0,17.9,50.0,28.3,70.5,R64,10,False,False,False,False,False,True,False,False,False,Solid Tournament Team,🔓 Below-average defense — can be carved up by quality offenses | 🧊 Shooter's curse — one cold night from three and they can't adjust,🔒 Defense travels — elite on any neutral floor,"Air Force profiles as a Solid Tournament Team with a contender score of 28.3/100. Watch out for: poor clutch metrics, defensive vulnerability. Model projects R64 exit."
2026,Akron,17,29,0.853,5.0,9.04,-3.33,88.4,73.5,75.4,37.9,28.8,17.7,11.4,26.7,10.9,87.4,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.342465753424658,53.83561643835616,22.19178082191781,34.794520547945204,34.24657534246575,12.465753424657535,17.397260273972602,,0.5,0.5,0.5,57.9,56.9,65.0,61.3,76.1,50.1,86.1,71.1,-14.2,69.4,0,17.7,50.0,63.3,37.8,Elite 8,4,False,False,False,False,True,False,False,False,False,Pace-and-Space Gunners,,🪤 Trap the glass — extra possessions every single game | 📐 Consistent — no random bad nights; you know what you're getting,"Akron profiles as a Pace-and-Space Gunners with a contender score of 63.3/100. Key strengths: strong guard play, dominant rebounding. Model projects Elite 8 exit. [DANGEROUS LOW SEED]"
2026,Alabama,13,23,0.719,9.0,22.7,14.45,91.7,83.5,76.5,35.8,35.3,24.5,12.2,28.4,9.8,96.0,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273972602739726,85.2054794520548,3.8356164383561646,9.726027397260275,20.273972602739725,2.6027397260273974,11.095890410958905,,0.5,0.5,0.5,51.4,71.4,70.9,67.0,89.5,50.1,93.0,87.2,-15.8,72.5,0,24.5,50.0,70.1,32.0,Final Four,2,False,False,True,False,True,False,False,False,True,Veteran Control,,🔒 Defense travels — elite on any neutral floor | 🧠 Veteran guards — calmness is contagious in March | 💪 Proven in close games — knows how to finish,"Alabama profiles as a Veteran Control with a contender score of 70.1/100. Key strengths: strong guard play, clutch performance, dominant rebounding. Model projects Final Four exit. [DARKHORSE ALERT | DANGEROUS LOW SEED]"
2026,Alabama A&M,10,18,0.545,15.0,-12.99,-10.49,72.1,72.5,73.8,34.7,18.7,24.5,9.4,24.7,11.4,69.0,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6986301369863,62.6027397260274,86.57534246575342,48.08219178082192,82.05479452054794,44.52054794520548,36.986301369863014,,0.5,0.5,0.5,47.1,32.0,54.3,54.0,30.5,50.1,30.5,27.8,4.2,55.8,0,24.5,50.0,40.8,55.6,R32,10,False,False,False,False,False,False,False,False,True,Solid Tournament Team,,🔒 Defense travels — elite on any neutral floor,Alabama A&M profiles as a Solid Tournament Team with a contender score of 40.8/100. Model projects R32 exit.
2026,Alabama State,7,10,0.313,22.0,-14.21,-8.14,73.2,77.3,69.39999999999999,31.9,23.3,21.4,12.5,23.7,13.1,70.8,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.53424657534246,88.08219178082192,90.27397260273973,88.08219178082192,13.972602739726028,67.12328767123287,76.98630136986301,,0.5,0.5,0.5,29.7,32.0,32.2,36.9,52.4,50.1,10.5,16.5,15.5,19.7,0,21.4,50.0,32.6,69.0,R64,12,False,False,False,False,False,True,False,False,False,Solid Tournament Team,🔓 Below-average defense — can be carved up by quality offenses | 🧊 Shooter's curse — one cold night from three and they can't adjust,🔒 Defense travels — elite on any neutral floor,"Alabama State profiles as a Solid Tournament Team with a contender score of 32.6/100. Watch out for: poor clutch metrics, defensive vulnerability. Model projects R64 exit."
2026,Albany,7,11,0.344,21.0,-13.92,-8.09,72.0,72.9,66.10000000000001,33.5,21.9,14.3,11.2,23.1,12.2,69.6,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5068493150685,59.589041095890416,89.04109589041096,70.68493150684931,39.45205479452055,80.0,96.84931506849314,,0.5,0.5,0.5,38.8,32.5,35.0,34.4,36.7,50.1,13.3,18.2,14.3,21.7,0,14.3,50.0,33.3,67.1,R64,12,False,False,False,False,False,False,False,False,False,Solid Tournament Team,,🔒 Defense travels — elite on any neutral floor,"Albany profiles as a Solid Tournament Team with a contender score of 33.3/100. Watch out for: poor clutch metrics, defensive vulnerability. Model projects R64 exit."
2026,Alcorn State,7,9,0.281,23.0,-19.82,-6.54,66.9,80.2,70.8,33.300000000000004,19.1,18.1,9.4,20.8,13.6,64.9,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.79452054794521,94.79452054794521,97.80821917808218,92.6027397260274,82.05479452054794,97.26027397260275,65.75342465753424,,0.5,0.5,0.5,20.8,31.3,35.4,39.2,9.7,50.1,4.4,14.4,16.9,20.6,0,18.1,50.0,26.4,70.4,R64,12,False,False,False,False,False,True,False,False,False,Solid Tournament Team,🔓 Below-average defense — can be carved up by quality offenses,🔒 Defense travels — elite on any neutral floor,"Alcorn State profiles as a Solid Tournament Team with a contender score of 26.4/100. Watch out for: poor clutch metrics, defensive vulnerability. Model projects R64 exit."
2026,American,9,16,0.5,16.0,-6.91,-6.21,74.6,71.3,75.1,33.300000000000004,27.0,17.2,9.7,22.1,10.6,72.7,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.84931506849315,42.054794520547944,68.21917808219177,26.027397260273972,77.12328767123287,91.91780821917808,20.684931506849317,,0.5,0.5,0.5,47.0,40.3,61.1,61.8,19.8,50.1,37.3,35.4,4.9,67.5,0,17.2,50.0,44.9,49.5,R32,9,False,False,False,False,False,False,False,False,False,Solid Tournament Team,,,American profiles as a Solid Tournament Team with a contender score of 44.9/100. Model projects R32 exit.
2026,Appalachian State,11,19,0.594,13.0,-3.77,-5.67,72.0,66.1,64.2,30.3,26.2,22.0,12.2,26.9,9.9,70.3,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.63013698630137,11.506849315068493,56.16438356164384,10.821917808219178,20.273972602739725,10.0,99.45205479452055,,0.5,0.5,0.5,75.6,44.5,45.7,43.3,76.4,50.1,53.3,46.3,-1.8,54.7,0,22.0,50.0,55.0,48.6,Sweet 16,8,False,False,False,False,True,False,False,False,False,Glass & Paint,🧊 Shooter's curse — one cold night from three and they can't adjust,🔒 Defense travels — elite on any neutral floor | 🪤 Trap the glass — extra possessions every single game,"Appalachian State profiles as a Glass & Paint with a contender score of 55.0/100. Key strengths: elite defense, dominant rebounding. Model projects Sweet 16 exit. [DANGEROUS LOW SEED]"
2026,Arizona,16,32,0.941,2.0,29.92,12.57,86.1,68.8,73.4,36.0,16.3,26.1,12.8,29.8,10.8,89.9,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.054794520547945,4.657534246575342,0.821917808219178,31.232876712328768,10.136986301369863,0.547945205479452,40.821917808219176,,0.5,0.5,0.5,77.9,72.0,59.9,55.6,95.4,50.1,99.5,91.7,-19.7,71.3,0,26.1,50.0,72.1,30.8,Final Four,2,False,False,True,False,True,False,True,False,True,Glass & Paint,,🔒 Defense travels — elite on any neutral floor | 🪤 Trap the glass — extra possessions every single game | 📐 Consistent — no random bad nights; you know what you're getting,"Arizona profiles as a Glass & Paint with a contender score of 72.1/100. Key strengths: elite defense, dominant rebounding. Model projects Final Four exit. [DARKHORSE ALERT | DANGEROUS LOW SEED]"
2026,Arizona State,7,17,0.515,16.0,10.79,12.79,76.3,78.3,75.3,33.4,22.2,22.8,10.2,23.0,12.1,80.1,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.164383561643834,53.83561643835616,19.17808219178082,67.8082191780822,67.26027397260273,81.64383561643835,18.63013698630137,,0.5,0.5,0.5,40.8,66.5,51.2,55.7,37.6,50.1,68.3,71.9,-5.4,50.7,0,22.8,50.0,54.9,43.8,Sweet 16,4,False,False,False,False,False,False,False,False,True,Solid Tournament Team,,,Arizona State profiles as a Solid Tournament Team with a contender score of 54.9/100. Model projects Sweet 16 exit.
2026,Arkansas,13,26,0.765,8.0,22.43,12.57,89.9,80.1,74.7,38.9,21.4,23.4,11.0,25.1,9.0,93.7,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.547945205479452,66.16438356164383,4.10958904109589,2.8767123287671232,46.02739726027397,37.26027397260274,24.246575342465754,,0.5,0.5,0.5,51.8,71.0,71.9,64.6,65.7,50.1,94.4,88.8,-17.8,69.5,0,23.4,50.0,67.7,32.4,Elite 8,2,False,False,True,False,True,False,False,False,True,Pace-and-Space Gunners,,🔒 Defense travels — elite on any neutral floor | 💪 Proven in close games — knows how to finish | 📐 Consistent — no random bad nights; you know what you're getting,"Arkansas profiles as a Pace-and-Space Gunners with a contender score of 67.7/100. Key strengths: strong guard play, dominant rebounding. Model projects Elite 8 exit. [DARKHORSE ALERT | DANGEROUS LOW SEED]"
2026,Arkansas State,11,20,0.625,12.0,-0.65,-4.39,83.0,77.2,73.3,33.300000000000004,28.0,24.0,14.2,27.1,14.2,81.7,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.041095890410958,81.36986301369863,44.38356164383562,96.02739726027397,1.36986301369863,8.082191780821917,42.054794520547944,,0.5,0.5,0.5,43.0,49.6,39.3,44.9,88.0,50.1,63.0,54.5,-4.9,33.7,0,24.0,50.0,51.6,53.4,Sweet 16,7,False,False,False,False,False,False,False,False,True,Solid Tournament Team,,🔒 Defense travels — elite on any neutral floor | 🪤 Trap the glass — extra possessions every single game,Arkansas State profiles as a Solid Tournament Team with a contender score of 51.6/100. Key strengths: dominant rebounding. Model projects Sweet 16 exit.
2026,Arkansas-Pine Bluff,10,13,0.406,19.0,-14.79,-6.92,77.2,81.0,75.5,34.300000000000004,22.1,21.5,10.3,23.3,13.4,75.1,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.32876712328767,96.30136986301369,91.5068493150685,90.82191780821918,64.10958904109589,76.71232876712328,16.71232876712329,,0.5,0.5,0.5,24.6,32.9,47.1,52.5,26.3,50.1,15.9,21.3,11.6,41.0,0,21.5,50.0,33.6,62.7,R64,11,False,False,False,False,False,False,False,False,False,Solid Tournament Team,🔓 Below-average defense — can be carved up by quality offenses,🔒 Defense travels — elite on any neutral floor,Arkansas-Pine Bluff profiles as a Solid Tournament Team with a contender score of 33.6/100. Watch out for: defensive vulnerability. Model projects R64 exit.
2026,Army,5,11,0.344,21.0,-15.28,-7.14,72.2,77.2,71.5,32.4,32.7,15.7,11.8,23.7,11.9,70.1,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.13698630136986,86.43835616438355,92.32876712328768,61.09589041095891,27.123287671232877,67.12328767123287,61.23287671232877,,0.5,0.5,0.5,32.9,32.4,42.7,45.4,46.1,50.1,11.3,18.2,14.2,33.4,0,15.7,50.0,35.2,64.2,R64,12,False,False,False,False,False,False,False,False,False,Solid Tournament Team,🔓 Below-average defense — can be carved up by quality offenses | 🧊 Shooter's curse — one cold night from three and they can't adjust,🔒 Defense travels — elite on any neutral floor,Army profiles as a Solid Tournament Team with a contender score of 35.2/100. Watch out for: defensive vulnerability. Model projects R64 exit.
2026,Auburn,7,17,0.515,16.0,17.02,13.69,82.7,79.4,74.4,33.800000000000004,23.5,26.8,13.4,23.0,10.2,86.8,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.575342465753424,59.589041095890416,9.863013698630137,15.068493150684931,4.383561643835616,81.64383561643835,28.767123287671232,,0.5,0.5,0.5,44.0,69.5,62.9,61.4,67.8,50.1,73.9,75.9,-6.4,61.4,0,26.8,50.0,62.3,38.5,Elite 8,4,False,False,False,False,True,False,False,False,True,Pace-and-Space Gunners,,🔒 Defense travels — elite on any neutral floor | 📐 Consistent — no random bad nights; you know what you're getting,Auburn profiles as a Pace-and-Space Gunners with a contender score of 62.3/100. Key strengths: dominant rebounding. Model projects Elite 8 exit. [DANGEROUS LOW SEED]
2026,Austin Peay,15,22,0.71,9.0,-2.25,-6.7,81.6,73.2,74.3,35.9,23.4,22.7,10.7,24.8,10.8,79.6,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.397260273972602,58.35616438356165,50.41095890410959,31.232876712328768,53.83561643835616,42.6027397260274,30.82191780821918,,0.5,0.5,0.5,50.7,45.3,61.8,58.3,51.1,50.1,64.9,51.2,-5.9,63.0,0,22.7,50.0,52.8,45.7,Sweet 16,7,False,False,False,False,False,False,False,False,True,Pace-and-Space Gunners,,🔒 Defense travels — elite on any neutral floor,Austin Peay profiles as a Pace-and-Space Gunners with a contender score of 52.8/100. Model projects Sweet 16 exit.
2026,Ball State,7,12,0.387,19.0,-9.58,-4.27,67.5,69.5,69.39999999999999,31.6,22.2,18.3,9.7,22.6,10.6,66.2,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.73972602739727,25.47945205479452,78.63013698630137,26.027397260273972,77.12328767123287,85.75342465753425,76.98630136986301,,0.5,0.5,0.5,54.1,39.3,47.3,46.8,19.8,50.1,22.5,28.7,10.6,51.1,0,18.3,50.0,40.9,56.0,R32,10,False,False,False,False,False,False,False,False,False,Solid Tournament Team,🧊 Shooter's curse — one cold night from three and they can't adjust,,Ball State profiles as a Solid Tournament Team with a contender score of 40.9/100. Model projects R32 exit.
2026,Baylor,6,16,0.5,16.0,15.33,11.78,82.6,77.2,73.2,34.5,23.8,21.4,12.8,24.0,11.5,86.1,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.123287671232877,45.75342465753425,12.32876712328767,50.54794520547945,10.136986301369863,59.04109589041096,43.15068493150685,,0.5,0.5,0.5,49.8,68.1,52.1,51.9,72.6,50.1,70.8,72.6,-4.5,51.8,0,21.4,50.0,60.6,42.3,Elite 8,4,False,False,False,False,True,False,False,False,False,Solid Tournament Team,,🪤 Trap the glass — extra possessions every single game,Baylor profiles as a Solid Tournament Team with a contender score of 60.6/100. Key strengths: dominant rebounding. Model projects Elite 8 exit. [DANGEROUS LOW SEED]
2026,Bellarmine,7,13,0.406,19.0,-9.0,-4.64,80.0,81.7,79.2,38.2,22.1,18.8,6.4,21.4,10.2,78.6,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.602739726027394,96.30136986301369,76.43835616438356,15.068493150684931,99.31506849315068,95.47945205479452,1.36986301369863,,0.5,0.5,0.5,28.4,39.5,73.2,68.8,6.9,50.1,24.9,30.1,9.4,65.4,0,18.8,50.0,40.8,50.8,R32,10,False,False,False,False,False,False,False,False,False,One-Man Show,🔓 Below-average defense — can be carved up by quality offenses | 🎭 Star-dependent — scheme the guard and the offense disappears,🔒 Defense travels — elite on any neutral floor | 🎯 Ice at the stripe — won't blow leads at the line late | 🧠 Veteran guards — calmness is contagious in March,"Bellarmine profiles as a One-Man Show with a contender score of 40.8/100. Key strengths: strong guard play, clutch performance. Watch out for: defensive vulnerability. Model projects R32 exit."
2026,Belmont,16,26,0.813,6.0,8.95,-0.41,83.9,73.3,68.5,40.400000000000006,27.0,18.7,9.1,26.8,12.6,83.8,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.232876712328768,43.97260273972603,22.602739726027394,78.63013698630137,87.53424657534246,11.506849315068493,85.75342465753425,,0.5,0.5,0.5,57.2,59.8,40.9,36.1,52.3,50.1,84.7,73.9,-14.1,30.3,0,18.7,50.0,55.4,48.0,Sweet 16,4,False,False,False,False,True,False,False,False,False,Solid Tournament Team,,📐 Consistent — no random bad nights; you know what you're getting,Belmont profiles as a Solid Tournament Team with a contender score of 55.4/100. Watch out for: poor clutch metrics. Model projects Sweet 16 exit. [DANGEROUS LOW SEED]
2026,Bethune-Cookman,14,17,0.531,15.0,-9.38,-6.45,75.4,76.9,69.0,33.300000000000004,17.1,23.6,10.4,25.4,13.8,73.5,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.78082191780822,83.01369863013699,78.08219178082192,94.24657534246576,61.369863013698634,29.863013698630137,80.95890410958904,,0.5,0.5,0.5,38.3,37.2,32.0,34.9,46.6,50.1,34.2,32.9,4.3,18.9,0,23.6,50.0,37.5,64.3,R64,10,False,False,False,False,False,False,False,False,True,Solid Tournament Team,,🔒 Defense travels — elite on any neutral floor,"Bethune-Cookman profiles as a Solid Tournament Team with a contender score of 37.5/100. Watch out for: poor clutch metrics, defensive vulnerability. Model projects R64 exit."
2026,Binghamton,4,8,0.258,23.0,-20.67,-10.78,67.9,74.9,74.5,32.7,16.2,21.3,6.7,24.6,12.3,64.7,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.06849315068493,79.04109589041096,98.08219178082192,72.32876712328768,98.63013698630137,46.438356164383556,26.71232876712329,,0.5,0.5,0.5,38.5,28.4,47.2,52.8,20.0,50.1,3.6,10.0,18.4,49.4,0,21.3,50.0,33.1,62.2,R64,13,False,False,False,False,False,True,False,False,False,Solid Tournament Team,🧊 Shooter's curse — one cold night from three and they can't adjust,🔒 Defense travels — elite on any neutral floor,Binghamton profiles as a Solid Tournament Team with a contender score of 33.1/100. Watch out for: defensive vulnerability. Model projects R64 exit.
2026,Boise State,12,20,0.625,12.0,12.04,7.84,78.2,73.5,78.60000000000001,34.2,24.3,23.6,10.8,25.3,11.7,80.6,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.424657534246577,26.986301369863014,16.71232876712329,54.93150684931507,50.68493150684932,33.15068493150685,2.8767123287671232,,0.5,0.5,0.5,61.2,64.6,58.7,62.0,62.5,50.1,79.6,74.5,-9.9,73.1,0,23.6,50.0,63.7,36.3,Elite 8,4,False,False,False,False,True,False,False,False,True,Cinderella Profile,,💪 Proven in close games — knows how to finish | 📐 Consistent — no random bad nights; you know what you're getting,Boise State profiles as a Cinderella Profile with a contender score of 63.7/100. Model projects Elite 8 exit. [DANGEROUS LOW SEED]
2026,Boston College,4,11,0.355,20.0,3.39,6.65,67.4,70.7,65.3,29.4,24.8,19.0,10.7,25.9,10.4,69.4,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.46575342465754,16.71232876712329,33.97260273972603,19.315068493150687,53.83561643835616,20.273972602739725,98.4931506849315,,0.5,0.5,0.5,70.9,59.2,43.4,42.2,62.2,50.1,47.0,53.8,5.4,53.6,0,19.0,50.0,56.3,46.7,Sweet 16,7,False,False,False,False,True,False,False,False,False,Solid Tournament Team,🧊 Shooter's curse — one cold night from three and they can't adjust,🔒 Solid D — won't give you easy baskets,Boston College profiles as a Solid Tournament Team with a contender score of 56.3/100. Key strengths: elite defense. Model projects Sweet 16 exit. [DANGEROUS LOW SEED]
2026,Boston University,10,17,0.5,17.0,-8.08,-8.23,75.5,73.9,72.89999999999999,39.3,23.9,17.1,8.3,24.0,11.6,73.0,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.52054794520548,67.12328767123287,72.87671232876713,52.602739726027394,93.42465753424658,59.04109589041096,47.671232876712324,,0.5,0.5,0.5,42.2,37.2,54.9,50.4,23.0,50.1,34.5,32.8,4.4,46.4,0,17.1,50.0,40.8,55.7,R32,10,False,False,False,False,False,False,False,False,False,Solid Tournament Team,,🔒 Defense travels — elite on any neutral floor,Boston University profiles as a Solid Tournament Team with a contender score of 40.8/100. Model projects R32 exit.
2026,Bowling Green,9,18,0.563,14.0,0.47,-3.57,81.3,71.6,73.0,34.5,20.6,22.8,10.2,25.8,11.5,80.2,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.47945205479452,37.67123287671233,40.136986301369866,50.54794520547945,67.26027397260273,21.643835616438356,46.57534246575342,,0.5,0.5,0.5,60.2,51.4,51.4,51.0,54.4,50.1,60.5,53.6,-2.2,58.6,0,22.8,50.0,54.3,46.1,Sweet 16,7,False,False,False,False,False,False,False,False,True,Solid Tournament Team,,,Bowling Green profiles as a Solid Tournament Team with a contender score of 54.3/100. Model projects Sweet 16 exit.
2026,Bradley,13,21,0.636,12.0,3.83,0.54,77.6,73.4,73.3,35.5,24.4,22.2,10.2,24.2,9.7,77.8,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.16438356164384,42.054794520547944,31.780821917808222,8.356164383561644,67.26027397260273,55.205479452054796,42.054794520547944,,0.5,0.5,0.5,56.1,57.7,64.6,59.0,44.3,50.1,71.3,66.6,-8.9,67.0,0,22.2,50.0,58.2,40.0,Sweet 16,5,False,False,False,False,True,False,False,False,False,Pace-and-Space Gunners,,,Bradley profiles as a Pace-and-Space Gunners with a contender score of 58.2/100. Model projects Sweet 16 exit. [DANGEROUS LOW SEED]
2026,Brigham Young,9,23,0.676,11.0,21.04,12.45,83.9,75.3,74.6,34.9,24.8,21.3,12.4,25.9,10.9,87.6,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52054794520548,30.41095890410959,6.027397260273973,34.794520547945204,16.164383561643834,20.273972602739725,25.34246575342466,,0.5,0.5,0.5,64.5,70.4,60.4,59.2,84.7,50.1,89.8,85.8,-15.4,71.5,0,21.3,50.0,60.3,38.7,Elite 8,3,False,False,False,False,True,False,False,False,False,Pace-and-Space Gunners,,🔒 Solid D — won't give you easy baskets | 🪤 Trap the glass — extra possessions every single game | 📐 Consistent — no random bad nights; you know what you're getting,Brigham Young profiles as a Pace-and-Space Gunners with a contender score of 60.3/100. Key strengths: dominant rebounding. Model projects Elite 8 exit. [DANGEROUS LOW SEED]
2026,Brown,3,9,0.333,18.0,-9.9,-4.66,70.4,70.1,68.30000000000001,31.7,21.8,16.3,10.8,24.3,12.9,69.0,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6986301369863,29.726027397260275,79.45205479452055,84.24657534246576,50.68493150684932,52.73972602739726,87.67123287671232,,0.5,0.5,0.5,53.3,38.5,30.7,34.7,43.1,50.1,18.4,24.1,14.4,33.1,0,16.3,50.0,38.8,62.6,R64,11,False,False,False,False,False,False,False,False,False,Solid Tournament Team,🧊 Shooter's curse — one cold night from three and they can't adjust,,Brown profiles as a Solid Tournament Team with a contender score of 38.8/100. Watch out for: poor clutch metrics. Model projects R64 exit.
2026,Bryant,5,9,0.29,22.0,-18.19,-7.92,64.8,72.5,74.7,30.4,26.2,16.5,9.8,23.5,13.1,62.4,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.80821917808218,56.57534246575342,95.8904109589041,88.08219178082192,75.61643835616438,73.15068493150685,24.246575342465754,,0.5,0.5,0.5,39.5,30.6,41.6,51.0,21.5,50.1,5.9,13.6,17.0,46.7,0,16.5,50.0,33.5,62.5,R64,12,False,False,False,False,False,True,False,False,False,Solid Tournament Team,🧊 Shooter's curse — one cold night from three and they can't adjust,,Bryant profiles as a Solid Tournament Team with a contender score of 33.5/100. Watch out for: defensive vulnerability. Model projects R64 exit.
2026,Bucknell,6,10,0.303,23.0,-14.38,-5.44,67.4,76.3,76.8,30.6,24.0,16.7,9.2,22.2,12.8,65.8,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.97260273972603,77.3972602739726,90.68493150684932,82.05479452054794,85.89041095890411,90.82191780821918,9.178082191780822,,0.5,0.5,0.5,29.3,34.3,46.2,56.0,11.7,50.1,9.5,19.5,14.8,49.6,0,16.7,50.0,33.2,61.1,R64,11,False,False,False,False,False,False,False,False,False,Solid Tournament Team,🔓 Below-average defense — can be carved up by quality offenses | 🧊 Shooter's curse — one cold night from three and they can't adjust,🔒 Defense travels — elite on any neutral floor,Bucknell profiles as a Solid Tournament Team with a contender score of 33.2/100. Watch out for: defensive vulnerability. Model projects R64 exit.
2026,Buffalo,7,17,0.531,15.0,-3.52,-3.99,78.0,76.2,73.4,38.3,25.2,21.8,9.0,22.6,10.9,76.8,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.73972602739726,74.52054794520548,55.342465753424655,34.794520547945204,88.4931506849315,85.75342465753425,40.821917808219176,,0.5,0.5,0.5,36.0,46.5,60.4,55.1,19.4,50.1,47.8,45.2,1.3,48.9,0,21.8,50.0,44.8,51.0,R32,8,False,False,False,False,False,False,False,False,False,Solid Tournament Team,,🔒 Defense travels — elite on any neutral floor,Buffalo profiles as a Solid Tournament Team with a contender score of 44.8/100. Watch out for: defensive vulnerability. Model projects R32 exit.
