season,team,conference,wins,losses,win_pct,adj_margin,strength_of_schedule,points_per_game,points_allowed_per_game,ft_pct,three_pt_pct,three_pa_rate,ft_rate,off_rebound_pct,def_rebound_pct,turnover_pct,adj_offense,adj_defense,coach,coach_years_at_school,coach_ncaa_games,coach_sweet16s,coach_finalfours,road_wins,road_losses,neutral_wins,neutral_losses,net_rank,quad1_wins,quad2_wins,tempo,opp_turnover_pct,opp_three_pt_pct,close_game_record,last10_win_pct,last10_adj_margin,avg_age,underclass_minutes_pct,freshman_minutes_pct,freshman_guard_minutes_pct,sophomore_minutes_pct,junior_minutes_pct,senior_minutes_pct,returning_starters,returning_minutes_pct,primary_guard_experience_score,backcourt_experience_score,frontcourt_experience_score,bench_minutes_pct,bench_points_pct,injury_flag,star_player_flag,chicago_guard_count,nyc_guard_count,indiana_guard_count,texas_big_count,southern_big_count,west_coast_wing_count,local_site_player_count,host_state_player_count,wab,barthag,eff_fg_pct,opp_eff_fg_pct,adj_offense_pctile,adj_defense_pctile,adj_margin_pctile,turnover_pct_pctile,off_rebound_pct_pctile,def_rebound_pct_pctile,ft_pct_pctile,scoring_balance,neutral_win_pct,road_win_pct,road_neutral_win_pct,defense_score,efficiency_score,guard_play_score,clutch_score,rebounding_score,region_bias_score,committee_alignment_score,model_vs_committee_gap,pbp_composite,contender_score,upset_risk_score,expected_round,predicted_seed_line,title_darkhorse_flag,fraud_favorite_flag,dangerous_low_seed_flag,underseeded_flag,overseeded_flag,model_rank
2026,Texas A&M,11,21,307,0.656,19.2,8.62,87.7,79.6,73.7,36.5,46.1,37.8,32.4,32.0,14.6,120.1,100.9,,,,,,,,,,44.0,,,72.1,18.5,31.9,0.0,0.0,-15.2,,,,,,,,,,,,,,,,,,,,,,,,,1.9,0.8813,54.5,50.7,10.136986301369863,27.26027397260274,9.58904109589041,28.63013698630137,24.383561643835616,23.698630136986303,37.945205479452056,,0.5,0.5,0.5,72.9,82.2,61.7,36.1,79.1,50.1,77.3,4.9,50.0,67.0,37.6,Elite 8,4,True,False,True,False,False,31
2026,Arizona State,7,17,12,0.515,12.8,12.81,76.3,78.3,75.3,34.1,38.3,39.8,29.9,34.6,16.4,115.8,103.0,,,,,,,,,,73.0,,,70.2,18.7,35.3,1.0,0.3,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,0.7939,51.2,52.3,17.671232876712327,35.342465753424655,17.26027397260274,53.42465753424658,44.38356164383562,8.63013698630137,18.904109589041095,,0.5,0.5,0.5,64.0,73.2,55.8,68.7,73.8,50.1,65.3,7.9,50.0,66.9,33.5,Elite 8,5,True,False,True,False,False,32
2026,Iowa,10,21,126,0.636,22.7,9.75,75.2,66.0,77.0,35.3,41.4,34.2,30.3,27.8,15.1,121.6,98.9,,,,,,,,,,27.0,,,64.0,21.0,33.8,0.25,0.3,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,1.9,0.9146,56.3,52.5,7.671232876712329,24.93150684931507,6.301369863013699,33.42465753424658,40.273972602739725,69.17808219178082,7.808219178082192,,0.5,0.5,0.5,61.8,86.0,64.8,52.7,56.7,50.1,82.9,3.1,50.0,66.7,33.1,Elite 8,3,True,False,True,False,False,33
2026,Texas,9,18,306,0.563,18.0,10.31,83.8,76.8,75.2,34.9,36.1,46.2,36.1,27.1,15.2,124.3,106.3,,,,,,,,,,42.0,,,67.9,13.7,36.4,1.0,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.8584,54.6,51.3,4.383561643835616,46.16438356164384,11.232876712328768,34.657534246575345,5.068493150684931,74.93150684931507,20.0,,0.5,0.5,0.5,40.2,82.2,61.3,75.4,69.5,50.1,79.6,2.6,50.0,66.3,32.4,Elite 8,3,True,False,True,False,False,34
2026,Oklahoma,7,19,227,0.559,16.3,9.38,82.7,77.1,74.5,37.2,44.3,36.2,33.5,32.8,14.7,122.9,106.6,,,,,,,,,,48.0,,,67.4,15.4,34.3,0.25,0.167,-6.7,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,0.8378,55.1,51.5,5.47945205479452,48.35616438356165,12.73972602739726,29.863013698630137,16.301369863013697,17.26027397260274,26.71232876712329,,0.5,0.5,0.5,57.8,80.2,64.1,46.5,84.3,50.1,76.3,3.9,50.0,66.2,37.6,Elite 8,4,True,False,True,False,False,35
2026,Santa Clara,15,26,269,0.765,15.9,6.08,82.9,72.4,73.6,34.599999999999994,29.2,16.4,13.1,22.6,10.8,84.7,70.6,,,,,,,,,,40.0,,,,,,1.0,0.25,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.83561643835617,5.342465753424658,13.150684931506849,7.123287671232877,85.2054794520548,97.94520547945206,38.49315068493151,,0.5,0.5,0.5,58.5,88.4,64.0,70.5,25.0,50.1,82.7,5.7,50.0,66.0,27.8,Elite 8,3,True,False,True,False,False,36
2026,Ohio State,12,21,226,0.636,19.1,12.1,79.8,72.8,77.5,36.0,22.5,21.2,9.3,23.9,10.4,83.4,69.2,,,,,,,,,,29.0,,,,,,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.06849315068493,4.2465753424657535,9.863013698630137,3.6986301369863015,97.26027397260275,92.46575342465754,5.616438356164384,,0.5,0.5,0.5,60.3,91.9,73.8,53.4,22.2,50.1,83.9,8.0,50.0,65.5,29.6,Elite 8,3,True,False,True,False,False,37
2026,Iowa State,12,27,127,0.794,27.15,10.5,81.8,65.1,67.2,38.7,23.4,20.5,11.9,23.8,10.3,85.0,62.0,,,,,,,,,,7.0,,,,,,0.8,0.6,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.56164383561644,0.547945205479452,3.0136986301369864,3.0136986301369864,88.35616438356165,93.42465753424658,93.83561643835617,,0.5,0.5,0.5,61.5,94.4,57.8,58.1,27.2,50.1,93.5,0.9,50.0,65.5,30.4,Elite 8,2,False,False,False,False,False,38
2026,Virginia Tech,8,19,344,0.594,14.3,9.39,78.8,74.9,74.3,35.6,39.9,33.8,31.2,32.8,14.9,116.6,102.3,,,,,,,,,,55.0,,,68.2,17.4,30.4,0.0,0.333,-3.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,0.8168,52.4,50.6,15.616438356164384,32.19178082191781,14.931506849315069,31.506849315068493,33.97260273972603,17.26027397260274,30.82191780821918,,0.5,0.5,0.5,72.2,74.7,61.2,42.8,76.0,50.1,69.3,5.4,50.0,65.4,38.1,Elite 8,5,True,False,True,False,False,39
2026,Saint Louis,15,28,260,0.848,18.9,1.54,87.2,69.5,74.4,40.9,44.7,34.4,31.7,26.7,17.2,120.2,101.3,,,,,,,,,,30.0,,,72.0,16.4,29.7,0.667,0.7,8.4,,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.878,60.1,44.7,9.863013698630137,29.315068493150687,10.273972602739725,67.3972602739726,29.041095890410958,78.4931506849315,28.767123287671232,,0.5,0.5,0.5,56.3,81.7,55.1,65.1,57.7,50.1,88.0,-6.3,50.0,65.2,33.7,Elite 8,2,True,False,True,False,False,40
2026,Maryland-Baltimore County,14,24,165,0.75,-4.39,-11.86,76.2,67.0,76.2,36.1,22.4,18.8,8.2,27.2,9.6,72.6,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.24657534246576,5.342465753424658,60.273972602739725,0.9589041095890412,99.17808219178083,73.83561643835617,12.73972602739726,,0.5,0.5,0.5,63.9,66.2,73.3,94.1,17.7,50.1,66.7,-0.5,50.0,65.2,24.5,Elite 8,5,True,False,True,False,False,41
2026,North Carolina,12,24,208,0.75,21.8,10.94,79.8,71.3,68.4,34.4,42.0,37.7,31.5,28.6,14.0,120.8,99.0,,,,,,,,,,24.0,,,68.8,13.7,34.1,0.778,0.6,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,5.4,0.9084,54.5,47.9,9.178082191780822,25.205479452054796,6.575342465753424,23.013698630136986,30.82191780821918,63.15068493150685,87.12328767123287,,0.5,0.5,0.5,56.0,86.8,50.1,56.3,63.0,50.1,90.2,-3.4,50.0,65.0,35.9,Elite 8,2,True,False,True,False,False,42
2026,Clemson,12,24,52,0.706,18.9,9.59,74.1,66.7,72.6,34.1,42.9,37.4,28.5,25.5,14.7,115.3,96.4,,,,,,,,,,34.0,,,65.3,17.5,31.8,0.571,0.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,2.4,0.8871,53.1,48.3,18.767123287671232,21.643835616438356,10.273972602739725,29.863013698630137,56.43835616438356,84.52054794520548,50.821917808219176,,0.5,0.5,0.5,61.7,83.8,55.3,63.0,43.2,50.1,87.5,-3.7,50.0,64.8,32.6,Elite 8,2,False,False,True,False,False,43
2026,Texas-Rio Grande Valley,14,19,312,0.576,0.95,-2.18,75.9,69.5,76.2,37.4,25.1,16.6,9.5,25.4,12.1,75.2,70.2,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.23287671232877,4.931506849315069,41.0958904109589,12.876712328767123,96.7123287671233,85.34246575342466,12.73972602739726,,0.5,0.5,0.5,60.6,68.6,71.1,92.1,18.7,50.1,58.1,10.5,50.0,64.7,25.5,Elite 8,6,False,False,True,False,False,44
2026,Central Florida,9,21,325,0.656,14.8,10.82,81.0,78.5,74.0,37.8,34.5,31.1,34.6,28.4,15.8,121.3,106.5,,,,,,,,,,51.0,,,70.3,15.6,33.7,1.0,0.5,-6.1,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.8157,54.0,52.6,8.082191780821917,47.26027397260274,13.835616438356164,44.109589041095894,12.73972602739726,66.02739726027397,35.342465753424655,,0.5,0.5,0.5,48.4,76.0,58.9,69.6,68.7,50.1,74.7,1.3,50.0,64.6,34.9,Elite 8,4,False,False,True,False,False,45
2026,Saint Mary's,16,27,261,0.844,21.3,5.58,78.2,64.6,80.5,38.8,36.0,35.9,37.6,23.7,16.4,118.8,97.5,,,,,,,,,,22.0,,,66.4,15.4,30.7,0.0,0.25,-6.8,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.9073,53.0,46.3,12.876712328767123,23.013698630136986,6.8493150684931505,53.42465753424658,3.0136986301369864,94.24657534246576,0.273972602739726,,0.5,0.5,0.5,54.4,85.2,64.0,46.1,64.6,50.1,85.7,-0.5,50.0,64.6,36.9,Elite 8,3,False,False,True,False,False,46
2026,Southern Methodist,8,20,287,0.606,17.6,10.69,84.2,77.6,74.1,37.8,35.3,32.1,35.0,31.6,15.8,123.0,105.4,,,,,,,,,,37.0,,,70.0,17.2,34.4,0.0,0.222,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,0.8554,55.9,51.6,4.931506849315069,43.28767123287671,11.506849315068493,44.109589041095894,9.863013698630137,30.0,34.38356164383561,,0.5,0.5,0.5,58.1,82.5,59.1,37.8,83.0,50.1,80.3,2.2,50.0,64.5,40.5,Elite 8,3,False,False,True,False,False,47
2026,California,9,21,40,0.656,11.9,7.62,77.9,73.2,77.9,36.1,42.7,37.3,25.2,30.5,14.9,112.9,101.0,,,,,,,,,,68.0,,,68.9,16.3,30.3,0.5,0.333,-11.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,0.7822,51.9,49.0,24.52054794520548,27.808219178082194,20.0,31.506849315068493,75.89041095890411,40.273972602739725,4.657534246575342,,0.5,0.5,0.5,67.4,70.7,67.3,63.8,48.0,50.1,68.6,2.1,50.0,64.5,32.7,Elite 8,5,False,False,True,False,False,48
2026,New Mexico,13,23,200,0.697,14.3,5.06,80.5,70.8,72.7,36.1,42.4,36.6,29.5,27.5,15.2,115.4,101.1,,,,,,,,,,46.0,,,71.0,19.1,30.3,0.5,1.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.8211,53.7,49.6,18.21917808219178,28.21917808219178,14.931506849315069,34.657534246575345,47.80821917808219,71.36986301369863,49.86301369863014,,0.5,0.5,0.5,64.4,78.8,57.4,58.2,50.8,50.1,85.1,-6.3,50.0,64.2,34.5,Elite 8,3,False,False,True,False,False,49
2026,Illinois-Chicago,12,19,121,0.559,3.84,0.49,75.5,70.0,73.0,32.300000000000004,19.2,21.4,12.9,23.5,12.0,75.6,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.41095890410958,4.657534246575342,34.52054794520548,12.191780821917808,85.75342465753425,95.75342465753425,46.57534246575342,,0.5,0.5,0.5,58.7,78.9,58.0,82.8,21.3,50.1,73.9,5.0,50.0,64.1,28.1,Elite 8,4,False,False,True,False,False,50
2026,Stanford,9,20,293,0.625,13.3,9.28,76.0,72.7,73.1,35.5,44.3,36.4,32.5,29.3,15.5,116.5,103.2,,,,,,,,,,61.0,,,68.2,18.4,34.2,0.667,0.571,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,0.8014,51.6,51.4,16.027397260273972,36.43835616438356,16.164383561643834,40.0,23.56164383561644,55.06849315068493,44.794520547945204,,0.5,0.5,0.5,57.8,73.2,56.1,63.2,67.2,50.1,71.8,1.4,50.0,63.9,36.3,Elite 8,4,False,False,True,False,False,51
2026,Florida,16,26,87,0.788,33.6,13.14,86.8,72.0,71.0,31.3,37.4,38.5,42.7,24.8,16.1,125.3,91.7,,,,,,,,,,4.0,,,71.6,15.4,32.2,0.333,0.9,14.1,,,,,,,,,,,,,,,,,,,,,,,,,8.1,0.9733,54.0,46.0,2.191780821917808,18.356164383561644,1.095890410958904,49.31506849315068,0.547945205479452,89.72602739726028,64.52054794520548,,0.5,0.5,0.5,55.9,92.2,43.9,43.0,68.4,50.1,96.5,-4.3,50.0,63.9,39.5,Elite 8,1,False,False,False,False,False,52
2026,Northwestern,5,15,221,0.441,12.7,11.43,73.1,72.0,75.1,32.7,34.3,34.1,28.0,34.7,13.1,116.1,103.4,,,,,,,,,,66.0,,,66.4,17.4,33.1,0.0,0.0,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,-4.2,0.7914,51.3,50.6,16.84931506849315,37.80821917808219,18.08219178082192,16.986301369863014,59.726027397260275,7.9452054794520555,20.82191780821918,,0.5,0.5,0.5,70.2,72.6,62.6,42.8,67.0,50.1,60.4,12.2,50.0,63.5,38.8,Elite 8,6,False,False,True,False,False,53
2026,San Diego State,14,22,266,0.667,15.8,8.15,78.2,71.0,73.1,35.5,34.0,37.4,29.1,31.0,17.0,112.8,97.0,,,,,,,,,,47.0,,,69.8,20.6,33.5,0.5,0.333,-15.7,,,,,,,,,,,,,,,,,,,,,,,,,-0.33,0.8505,53.2,48.6,24.93150684931507,22.73972602739726,13.424657534246576,64.10958904109589,50.821917808219176,36.16438356164384,44.794520547945204,,0.5,0.5,0.5,66.6,80.1,50.1,47.2,62.1,50.1,80.4,-0.3,50.0,63.3,38.5,Elite 8,3,False,False,True,False,False,54
2026,Hofstra,12,24,112,0.706,4.48,-2.46,75.6,66.1,74.6,36.8,25.8,18.8,12.4,26.9,10.6,74.9,66.8,,,,,,,,,,88.0,,,,,,0.5,0.667,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.32876712328768,1.643835616438356,32.87671232876712,5.342465753424658,86.57534246575342,76.84931506849315,25.205479452054796,,0.5,0.5,0.5,64.2,72.9,70.3,67.9,27.8,50.1,65.8,7.1,50.0,63.3,30.9,Elite 8,5,False,False,True,False,False,55
2026,Villanova,15,24,340,0.75,19.7,9.94,77.2,70.8,69.39999999999999,35.7,45.6,31.6,32.8,31.2,15.3,119.8,100.1,,,,,,,,,,35.0,,,65.9,18.6,33.7,0.0,0.286,-8.1,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.8877,54.1,51.1,10.41095890410959,26.027397260273972,8.21917808219178,36.43835616438356,20.410958904109588,34.38356164383561,77.26027397260275,,0.5,0.5,0.5,67.2,84.6,50.9,27.8,77.4,50.1,84.5,0.1,50.0,63.3,42.7,Elite 8,3,False,False,True,False,False,56
2026,Wichita State,13,22,356,0.688,8.7,1.74,78.3,70.4,69.1,33.4,33.8,36.3,38.5,29.1,14.8,111.5,102.8,,,,,,,,,,74.0,,,67.4,16.1,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5,0.7164,49.6,47.5,29.315068493150687,34.38356164383561,25.205479452054796,30.82191780821918,1.095890410958904,57.534246575342465,79.72602739726027,,0.5,0.5,0.5,61.0,65.4,48.2,70.5,74.6,50.1,71.9,-6.5,50.0,63.2,37.4,Elite 8,4,False,False,True,False,False,57
2026,Southern California,7,18,283,0.563,12.1,11.17,78.6,77.9,72.39999999999999,31.6,34.2,44.9,32.7,32.6,17.4,113.3,101.2,,,,,,,,,,79.0,,,71.7,16.4,30.6,0.75,0.4,-8.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.29,0.7843,50.4,49.8,23.835616438356162,28.493150684931507,19.589041095890412,70.0,21.643835616438356,18.63013698630137,52.87671232876713,,0.5,0.5,0.5,67.6,71.4,41.4,54.4,80.1,50.1,66.5,4.9,50.0,63.1,40.5,Elite 8,5,False,False,True,False,False,58
2026,Akron,17,29,3,0.853,12.6,-3.32,88.4,73.5,75.4,39.2,45.3,29.1,33.9,29.9,15.7,119.1,106.5,,,,,,,,,,54.0,,,71.6,18.6,35.1,0.5,0.5,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,0.7821,59.1,50.8,11.506849315068493,47.26027397260274,18.63013698630137,42.87671232876713,14.931506849315069,49.45205479452055,17.671232876712327,,0.5,0.5,0.5,53.0,67.7,63.2,61.1,72.5,50.1,70.7,-3.0,50.0,62.6,38.1,Elite 8,5,False,False,True,False,False,59
2026,Utah State,15,28,332,0.824,17.36,6.51,82.5,70.4,70.7,35.8,24.1,22.1,10.9,23.7,10.6,84.5,68.4,,,,,,,,,,26.0,,,,,,0.5,0.333,-4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.10958904109589,2.6027397260273974,11.78082191780822,5.342465753424658,92.19178082191782,94.24657534246576,66.84931506849315,,0.5,0.5,0.5,60.4,89.8,60.9,50.9,23.4,50.1,86.2,3.6,50.0,62.6,33.5,Elite 8,3,False,False,True,False,False,60
2026,Wake Forest,7,17,346,0.515,12.4,10.82,78.8,77.1,77.4,34.1,43.9,34.8,30.1,32.0,15.4,116.4,104.0,,,,,,,,,,67.0,,,69.5,18.2,33.1,0.0,0.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,-2.9,0.7859,52.4,52.3,16.43835616438356,39.726027397260275,18.904109589041095,38.21917808219178,42.054794520547944,23.698630136986303,6.164383561643835,,0.5,0.5,0.5,65.0,72.0,62.1,43.3,69.3,50.1,62.3,9.7,50.0,62.5,40.0,Elite 8,6,False,False,True,False,False,61
2026,Mississippi,4,15,181,0.429,9.3,11.37,75.9,76.1,74.9,33.0,36.3,34.1,28.9,32.9,14.2,112.7,103.4,,,,,,,,,,82.0,,,66.9,16.9,34.0,0.333,0.222,-6.1,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,0.7303,50.2,51.1,25.205479452054796,37.80821917808219,24.65753424657534,24.10958904109589,52.19178082191781,16.027397260273972,23.013698630136986,,0.5,0.5,0.5,65.3,67.4,60.7,50.0,66.2,50.1,59.7,7.7,50.0,61.8,39.6,Elite 8,6,False,False,True,False,False,62
2026,Texas Christian,11,22,300,0.667,14.6,9.53,78.3,72.1,70.8,32.9,36.9,39.0,34.1,28.8,15.6,113.1,98.5,,,,,,,,,,39.0,,,68.5,20.1,34.3,0.4,0.4,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,2.3,0.8301,50.9,51.3,24.10958904109589,24.383561643835616,14.246575342465754,41.64383561643836,14.246575342465754,61.09589041095891,65.75342465753424,,0.5,0.5,0.5,61.7,80.8,47.7,39.2,69.6,50.1,82.7,-1.9,50.0,61.6,42.1,Elite 8,3,False,False,True,False,False,63
2026,High Point,15,30,111,0.882,6.77,-7.87,90.0,70.3,74.3,35.6,26.0,26.8,11.6,24.8,9.4,87.6,72.7,,,,,,,,,,76.0,,,,,,0.5,1.0,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.28767123287672,8.21917808219178,28.21917808219178,0.547945205479452,89.17808219178082,89.72602739726028,30.82191780821918,,0.5,0.5,0.5,59.8,71.6,69.0,69.2,23.1,50.1,65.9,5.7,50.0,61.5,32.0,Elite 8,5,False,False,True,False,False,64
2026,South Carolina State,7,10,275,0.313,19.5,-8.61,67.1,78.8,66.9,38.0,44.0,34.5,28.6,30.5,13.2,122.0,102.5,,,,,,,,,,,,,70.0,18.3,35.0,1.0,0.25,-37.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.8814,55.1,52.5,6.8493150684931505,33.013698630136986,8.767123287671232,18.356164383561644,55.205479452054796,40.273972602739725,94.52054794520548,,0.5,0.5,0.5,62.0,72.6,53.6,53.1,59.6,50.1,51.2,21.4,50.0,61.4,39.2,Elite 8,7,False,False,True,True,False,65
2026,South Carolina,4,13,274,0.406,7.4,9.17,74.9,76.5,78.10000000000001,30.8,44.3,37.0,26.6,32.3,14.4,111.2,103.8,,,,,,,,,,108.0,,,67.4,14.7,31.4,0.5,0.143,-18.1,,,,,,,,,,,,,,,,,,,,,,,,,-5.7,0.6874,50.3,51.0,29.863013698630137,39.178082191780824,26.986301369863014,26.438356164383563,70.0,20.684931506849317,3.9726027397260277,,0.5,0.5,0.5,64.5,63.0,61.4,62.0,56.1,50.1,52.1,10.9,50.0,61.4,37.3,Elite 8,7,False,False,True,False,False,66
2026,Tennessee,11,22,302,0.667,26.2,12.02,79.5,69.4,69.39999999999999,33.8,32.1,38.0,45.3,27.3,17.5,121.2,95.0,,,,,,,,,,20.0,,,66.5,16.4,30.8,0.3,0.5,3.7,,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.9425,52.1,48.0,8.493150684931507,20.54794520547945,4.383561643835616,71.78082191780823,0.273972602739726,72.46575342465754,77.26027397260275,,0.5,0.5,0.5,59.2,88.9,39.1,31.0,73.9,50.1,88.6,0.3,50.0,61.3,44.4,Elite 8,2,False,False,False,False,False,67
2026,Baylor,6,16,20,0.5,16.4,11.79,82.6,77.2,73.2,35.0,39.2,35.2,37.4,32.3,16.4,122.9,106.5,,,,,,,,,,50.0,,,68.8,15.9,35.5,0.0,0.0,-12.3,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,0.8389,54.0,52.2,5.47945205479452,47.26027397260274,12.32876712328767,53.42465753424658,3.5616438356164384,20.684931506849317,43.15068493150685,,0.5,0.5,0.5,53.2,79.2,52.2,30.5,89.0,50.1,68.2,11.0,50.0,60.9,46.0,Elite 8,5,False,False,True,False,False,68
2026,Washington,7,16,347,0.485,14.4,10.7,77.1,73.6,76.4,31.2,34.4,30.2,34.3,28.6,15.5,115.9,101.5,,,,,,,,,,57.0,,,68.1,14.4,33.3,0.0,0.222,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,-3.1,0.8219,51.4,49.9,17.26027397260274,30.273972602739725,14.520547945205479,40.0,13.287671232876713,63.15068493150685,11.643835616438356,,0.5,0.5,0.5,54.5,75.1,56.8,44.8,69.3,50.1,64.7,10.4,50.0,60.8,41.8,Elite 8,5,False,False,True,False,False,69
2026,Seton Hall,10,21,271,0.636,12.7,8.46,70.3,65.3,72.3,30.5,27.0,35.6,35.9,32.1,16.9,108.4,95.7,,,,,,,,,,53.0,,,66.1,21.8,32.8,0.0,0.143,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,0.8075,47.8,47.3,38.49315068493151,21.095890410958905,18.08219178082192,60.95890410958904,6.438356164383562,22.465753424657535,53.6986301369863,,0.5,0.5,0.5,72.0,73.1,42.6,28.6,85.9,50.1,69.1,4.0,50.0,60.7,46.6,Elite 8,5,False,False,True,False,False,70
2026,Pacific,8,18,234,0.545,4.36,2.84,72.7,68.8,75.4,36.0,20.1,16.9,11.7,26.5,13.0,73.6,67.9,,,,,,,,,,116.0,,,,,,0.5,0.0,-22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.97260273972603,1.9178082191780823,33.15068493150685,16.164383561643834,88.76712328767124,80.27397260273973,17.671232876712327,,0.5,0.5,0.5,62.3,73.6,68.3,57.6,25.6,50.1,53.7,19.9,50.0,60.7,34.5,Elite 8,7,False,False,True,True,False,71
2026,North Dakota State,14,27,212,0.794,2.51,-5.78,80.7,69.6,72.5,36.5,25.8,18.9,11.6,24.8,10.8,79.0,71.3,,,,,,,,,,114.0,,,,,,1.0,1.0,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.21917808219179,6.575342465753424,37.397260273972606,7.123287671232877,89.17808219178082,89.72602739726028,51.917808219178085,,0.5,0.5,0.5,59.7,67.9,64.3,75.7,21.3,50.1,61.6,6.3,50.0,60.6,32.1,Elite 8,6,False,False,True,False,False,72
2026,Northwestern State,8,10,222,0.313,12.7,-2.46,68.3,72.4,74.2,32.7,34.3,34.1,28.0,34.7,13.1,116.1,103.4,,,,,,,,,,301.0,,,66.4,17.4,33.1,0.5,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,-4.2,0.7914,51.3,50.6,16.84931506849315,37.80821917808219,18.08219178082192,16.986301369863014,59.726027397260275,7.9452054794520555,32.87671232876712,,0.5,0.5,0.5,70.2,53.1,60.2,61.2,67.0,50.1,26.4,26.7,50.0,60.6,39.6,Elite 8,10,False,False,True,True,False,73
2026,Nevada,12,22,196,0.647,10.8,5.83,75.9,71.6,75.2,36.9,32.5,45.5,32.4,27.6,14.6,115.2,104.4,,,,,,,,,,70.0,,,66.5,17.3,34.9,0.5,0.0,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,0.7551,49.8,51.7,19.17808219178082,40.273972602739725,21.506849315068493,28.63013698630137,24.383561643835616,70.54794520547945,20.0,,0.5,0.5,0.5,51.7,68.7,65.6,54.9,60.3,50.1,65.6,3.1,50.0,60.4,39.5,Elite 8,5,False,False,True,False,False,74
2026,Yale,11,24,364,0.828,9.5,-2.6,81.7,70.4,75.6,40.0,35.9,36.3,32.8,28.3,14.2,119.0,109.5,,,,,,,,,,65.0,,,66.0,16.6,34.6,0.5,0.5,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,0.7226,56.1,51.8,12.054794520547945,62.19178082191781,23.56164383561644,24.10958904109589,20.410958904109588,66.98630136986301,16.164383561643834,,0.5,0.5,0.5,44.7,64.4,68.4,64.7,62.9,50.1,67.8,-3.4,50.0,60.2,38.7,Elite 8,5,False,False,True,False,False,75
2026,Boise State,12,20,25,0.625,14.8,7.86,78.2,73.5,78.60000000000001,34.8,43.2,42.3,33.0,23.6,16.9,117.0,102.2,,,,,,,,,,60.0,,,66.5,14.8,34.3,0.5,0.5,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,0.8255,52.6,52.5,14.794520547945206,31.780821917808222,13.835616438356164,60.95890410958904,19.17808219178082,95.06849315068493,2.8767123287671232,,0.5,0.5,0.5,43.9,74.5,58.0,62.2,55.6,50.1,71.0,3.5,50.0,60.2,38.6,Elite 8,4,False,False,True,False,False,76
2026,College of Charleston,14,21,56,0.656,-1.15,-2.57,75.4,73.4,73.2,29.7,21.9,23.7,10.6,26.6,10.7,74.6,74.2,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.87671232876711,10.273972602739725,49.04109589041096,6.301369863013699,93.69863013698631,79.45205479452055,43.15068493150685,,0.5,0.5,0.5,60.5,63.9,57.9,84.7,20.5,50.1,54.6,9.3,50.0,60.2,31.7,Elite 8,7,False,False,True,False,False,77
